Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RC,6,20, NaN,  NaN,  NaN, 0.05, 0.08, 0.04, 0.03,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.04, 0.22,  NaN, 0.04,  NaN,  NaN,  NaN,  NaN,  NaN, 0.03,  NaN,  NaN, 0.62,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.07,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.09,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.04,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_0_5,18,20,0.10, 0.51, 0.17, 0.28, 0.28, 0.27, 0.28, 0.27, 0.28, 0.09,  NaN,  NaN, 0.55, 0.49, 0.29, 0.28, 0.28, 0.27, 0.28, 0.27, 0.19, 0.00,  NaN,  NaN, 0.23, 0.17, 0.33, 0.37, 0.28, 0.27, 0.20, 0.27, 0.04,  NaN,  NaN,  NaN, 0.05, 0.17, 0.34, 0.39, 0.29, 0.27, 0.28, 0.21, 0.05,  NaN,  NaN,  NaN,  NaN, 0.42, 0.32, 0.27, 0.28, 0.27, 0.28, 0.05,  NaN,  NaN,  NaN,  NaN, 0.06, 0.17, 0.27, 0.46, 0.30, 0.30, 0.24, 0.17,  NaN, 0.22,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.22, 0.04, 0.09,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_10_5,35,20,4.12, 5.29, 4.40, 4.39, 3.50, 4.39, 4.19, 4.39, 4.19, 2.32,  NaN,  NaN, 6.92, 7.81, 5.10, 4.46, 3.59, 4.39, 4.19, 4.39, 3.39, 0.00,  NaN,  NaN, 8.29, 3.06, 4.84, 5.11, 3.65, 4.39, 3.40, 4.39, 3.05,  NaN,  NaN,  NaN, 19.07, 4.13, 6.48, 4.95, 3.65, 4.39, 4.19, 3.64, 1.38,  NaN,  NaN,  NaN,  NaN, 4.07, 4.46, 4.39, 3.72, 4.39, 4.19, 2.07,  NaN,  NaN,  NaN,  NaN, 2.78, 2.54, 3.53, 6.62, 3.74, 4.42, 3.98, 3.37, 11.13, 13.26,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.03, 2.09, 5.25, 0.00,  NaN,  NaN,  NaN,  NaN, 
RM_11_5,36,20,7.34, 6.04, 5.36, 5.33, 4.51, 5.33, 5.16, 5.33, 5.16, 3.76,  NaN,  NaN, 7.49, 8.44, 5.99, 5.43, 4.60, 5.33, 5.16, 5.33, 4.51, 0.00,  NaN,  NaN, 8.71, 3.37, 5.70, 5.93, 4.65, 5.33, 4.40, 5.33, 3.93,  NaN,  NaN,  NaN, 15.69, 5.34, 7.33, 6.06, 4.65, 5.33, 5.16, 4.69, 1.87,  NaN,  NaN,  NaN,  NaN, 4.87, 5.42, 5.33, 4.73, 5.33, 5.16, 3.44,  NaN,  NaN,  NaN,  NaN, 4.54, 3.62, 4.27, 7.18, 4.73, 5.39, 4.97, 4.58, 11.71, 13.18,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 5.93, 3.24, 6.35, 0.00,  NaN,  NaN,  NaN,  NaN, 
RM_12_0,37,20,8.05, 6.50, 5.92, 5.84, 5.03, 5.84, 5.67, 5.84, 5.67, 4.36,  NaN,  NaN, 7.93, 8.89, 6.48, 5.93, 5.11, 5.84, 5.67, 5.84, 5.04, 0.44,  NaN,  NaN, 9.13, 5.02, 6.18, 6.42, 5.17, 5.84, 4.92, 5.84, 4.46,  NaN,  NaN,  NaN, 16.76, 5.71, 7.80, 6.55, 5.17, 5.84, 5.67, 5.21, 2.45,  NaN,  NaN,  NaN,  NaN, 5.34, 5.93, 5.84, 5.24, 5.84, 5.67, 4.10,  NaN,  NaN,  NaN,  NaN, 5.10, 4.13, 4.77, 7.85, 5.30, 5.90, 5.54, 5.10, 12.18, 13.54,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 6.54, 3.78, 6.88, 0.42,  NaN,  NaN,  NaN,  NaN, 
RM_12_5,38,20,8.20, 6.52, 5.97, 5.90, 5.10, 5.90, 5.73, 5.90, 5.73, 4.49,  NaN,  NaN, 7.94, 8.93, 6.53, 5.99, 5.18, 5.90, 5.73, 5.90, 5.06, 0.59,  NaN,  NaN, 9.12, 5.11, 6.23, 6.46, 5.24, 5.90, 4.98, 5.90, 4.60,  NaN,  NaN,  NaN, 16.86, 5.77, 7.77, 6.67, 5.24, 5.90, 5.73, 5.29, 2.58,  NaN,  NaN,  NaN,  NaN, 5.49, 5.99, 5.90, 5.31, 5.90, 5.73, 4.24,  NaN,  NaN,  NaN,  NaN, 5.18, 4.20, 4.84, 7.81, 5.19, 5.96, 5.60, 5.19, 12.34, 13.45,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 6.64, 3.87, 6.74, 0.58,  NaN,  NaN,  NaN,  NaN, 
RM_13_0,39,20,8.25, 6.49, 5.90, 5.89, 5.09, 5.89, 5.72, 5.89, 5.72, 4.52,  NaN,  NaN, 7.91, 8.89, 6.43, 5.98, 5.18, 5.89, 5.72, 5.89, 5.03, 0.60,  NaN,  NaN, 9.06, 3.93, 6.21, 6.44, 5.23, 5.89, 4.98, 5.89, 4.60,  NaN,  NaN,  NaN, 17.04, 5.72, 7.75, 6.63, 5.23, 5.89, 5.72, 5.29, 2.59,  NaN,  NaN,  NaN,  NaN, 5.46, 5.97, 5.89, 5.30, 5.89, 5.72, 3.94,  NaN,  NaN,  NaN,  NaN, 5.17, 4.18, 4.58, 7.51, 5.21, 5.95, 5.60, 5.20, 12.42, 13.29,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 6.65, 3.87, 6.74, 0.60,  NaN,  NaN,  NaN,  NaN, 
RM_13_5,40,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_14_0,41,20,4.95, 4.37, 3.69, 3.32, 2.70, 3.26, 3.14, 3.26, 3.14, 2.13,  NaN,  NaN, 4.18, 4.06, 3.44, 3.30, 2.75, 3.26, 3.14, 3.26, 2.67, 0.00,  NaN,  NaN, 5.32, 4.08, 3.40, 3.50, 2.79, 3.26, 2.72, 3.26, 2.55,  NaN,  NaN,  NaN, 11.90, 2.94, 4.83, 3.94, 2.79, 3.26, 3.14, 2.98, 1.73,  NaN,  NaN,  NaN,  NaN, 3.71, 3.22, 3.26, 2.84, 3.26, 3.14, 2.73,  NaN,  NaN,  NaN,  NaN, 3.75, 2.19, 2.30, 4.18, 2.69, 3.25, 2.93, 2.87, 10.11, 9.36,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.89, 2.42, 3.65,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_14_5,42,20,7.31, 5.23, 4.41, 4.23, 3.59, 4.16, 4.04, 4.16, 4.04, 3.15,  NaN,  NaN, 4.86, 4.75, 4.35, 4.19, 3.65, 4.16, 4.04, 4.16, 3.64, 0.00,  NaN,  NaN, 6.13, 5.08, 4.26, 4.40, 3.69, 4.16, 3.61, 4.16, 3.54,  NaN,  NaN,  NaN, 13.42, 3.84, 5.57, 4.81, 3.69, 4.16, 4.04, 4.09, 2.47,  NaN,  NaN,  NaN,  NaN, 4.74, 3.95, 4.16, 3.74, 4.16, 4.04, 3.63,  NaN,  NaN,  NaN,  NaN, 5.33, 3.16, 3.17, 5.12, 3.58, 4.19, 3.84, 3.87, 7.37, 10.45,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 6.56, 3.49, 4.72,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_15_5,43,20,10.10, 6.61, 5.58, 5.49, 4.88, 5.40, 5.29, 5.40, 5.29, 4.55,  NaN,  NaN, 5.87, 5.96, 5.58, 5.42, 4.93, 5.40, 5.29, 5.40, 5.04, 0.67,  NaN,  NaN, 7.13, 6.38, 5.56, 5.57, 4.97, 5.40, 4.88, 5.40, 4.87,  NaN,  NaN,  NaN, 14.79, 5.40, 6.71, 5.80, 4.97, 5.40, 5.29, 5.26, 3.53,  NaN,  NaN,  NaN,  NaN, 6.08, 5.03, 5.40, 5.01, 5.40, 5.29, 5.06,  NaN,  NaN,  NaN,  NaN, 7.29, 4.67, 4.53, 6.44, 4.80, 5.42, 5.08, 5.25, 8.57, 11.18,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 8.05, 4.91, 5.96,  NaN,  NaN,  NaN,  NaN,  NaN, 
