Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
DJ,  1995,     4,    20,   200, 223.67, 28.62,166.89, 12.69,      9, -0.026255
DJ,  1995,     5,   200,   500, 188.51, 22.43,237.25, 32.30,      4, -0.56523
DJ,  1995,     5,    20,   200, 184.80, 29.21,154.41, 31.18,     27, 0.61131
DJ,  1995,     6,    20,   200,  84.14, 27.76, 74.77, 17.88,     30, 0.41158
DJ,  1995,     7,    20,   200,  20.93,  8.58, 29.00,  7.95,     25, 0.95401
DJ,  1995,     7,     0,    20,  12.78,  3.11, 17.67,  2.24,      9, 0.90713
DJ,  1995,     8,     0,    20,   7.51,  0.76, 10.07,  1.89,     31, 0.91616
DJ,  1995,     9,     0,    20,   6.46,  0.17,  9.01,  0.81,     30, -0.36586
DJ,  1996,    10,     0,    20,   7.79,  6.39,  7.27,  0.41,     31, 0.41087
DJ,  1996,    11,    20,   200,  93.63, 44.97, 30.57,  8.07,     14, 0.6272
DJ,  1996,    11,     0,    20,  17.15,  5.14,  6.93,  0.60,     16, -0.44428
DJ,  1996,    12,   200,   500, 511.87,332.25,289.30, 67.86,     10, 0.72451
DJ,  1996,    12,    20,   200, 205.85,259.62, 73.57, 65.12,     14, 0.96243
DJ,  1996,     1,    20,   200,  90.23, 57.99, 84.42, 61.67,     24, 0.58787
DJ,  1996,     1,     0,    20,  26.06,  7.90, 19.00,  0.82,      7, 0.92332
DJ,  1996,     2,   200,   500, 266.01, 48.43,327.43,101.27,      7, 0.83345
DJ,  1996,     2,    20,   200, 171.85, 41.42,149.14, 17.84,      7, 0.71892
DJ,  1996,     3,   200,   500, 321.55, 68.68,324.12, 85.87,     17, 0.87189
DJ,  1996,     3,    20,   200, 198.53,  8.42,186.00, 11.80,      6, 0.8639
DJ,  1996,     4,   200,   500, 199.86, 38.25,236.33, 36.36,      3, -0.47991
DJ,  1996,     4,    20,   200, 160.81, 86.88,128.26, 27.14,     27, 0.6818
DJ,  1996,     5,    20,   200, 120.99,126.52, 78.74, 26.55,     31, 0.57431
DJ,  1996,     6,    20,   200,  28.75,  9.15, 34.69, 11.13,     16, 0.96274
DJ,  1996,     6,     0,    20,  11.14,  4.22, 17.53,  1.19,     15, 0.84649
DJ,  1996,     7,     0,    20,   4.91,  1.48, 13.75,  2.33,     31, -0.6261
DJ,  1996,     8,     0,    20,   6.17,  0.42,  7.65,  0.81,     31, -0.6346
DJ,  1996,     9,     0,    20,   6.61,  0.27,  7.62,  1.02,     30, 0.059692
DJ,  1997,    10,     0,    20,   5.12,  1.81,  3.76,  0.50,     31, -0.34073
DJ,  1997,    11,    20,   200, 207.89,102.55, 48.60, 13.28,      5, -0.3426
DJ,  1997,    11,     0,    20,  25.09, 21.71,  5.50,  2.17,     25, 0.92018
DJ,  1997,    12,    20,   200, 231.81,174.04, 89.03, 44.22,     29, 0.35733
DJ,  1997,     1,   200,   500, 303.96, 31.70,372.42, 73.29,     12, 0.31149
DJ,  1997,     2,   200,   500, 380.02,163.04,292.21, 76.93,     14, 0.99187
DJ,  1997,     2,    20,   200, 200.56,  7.40,163.40, 13.60,     10, 0.96642
DJ,  1997,     3,    20,   200, 113.33, 38.32, 96.77, 23.88,     31, 0.99009
DJ,  1997,     4,    20,   200,  37.79, 15.18, 47.27,  7.67,     30, 0.98548
DJ,  1997,     5,    20,   200,  12.44,  1.93, 27.78,  5.09,     18, 0.81475
DJ,  1997,     5,     0,    20,   9.20,  0.42, 17.00,  1.96,     14, 0.67909
DJ,  1997,     6,     0,    20,   6.36,  2.45, 10.54,  2.67,     30, 0.97477
DJ,  1997,     7,     0,    20,   1.72,  0.24,  5.63,  0.26,     31, 0.75929
DJ,  1997,     8,     0,    20,   1.80,  0.24,  4.91,  0.40,     31, -0.12426
DJ,  1997,     9,     0,    20,   2.47,  0.17,  4.73,  0.13,     30, 0.1022
DJ,  1998,    10,    20,   200,  12.83,  4.00, 21.76,  1.20,     25, 0.36773
DJ,  1998,    10,     0,    20,  10.59,  0.22, 19.10,  0.88,     10, 0.40068
DJ,  1998,    11,    20,   200,  25.00, 23.49, 26.30,  6.05,     30, 0.55488
DJ,  1998,    12,    20,   200,  45.32, 29.61, 50.87, 19.06,     31, 0.85498
DJ,  1998,     1,   200,   500, 321.56,114.14,349.15, 98.94,     13, 0.43735
DJ,  1998,     1,    20,   200, 167.49, 82.45,104.29, 52.85,      7, 0.76755
DJ,  1998,     3,   200,   500, 360.57, 44.97,354.18, 63.79,     17, 0.6588
DJ,  1998,     4,   200,   500, 492.24,118.89,346.43, 72.37,     14, 0.4242
DJ,  1998,     5,   200,   500, 267.43, 37.71,256.72, 37.53,     25, -0.10753
DJ,  1998,     5,    20,   200, 205.50, 24.03,192.67,  4.13,      6, -0.005914
DJ,  1998,     6,    20,   200, 101.73, 40.29,138.37, 23.67,     30, 0.97858
DJ,  1998,     7,    20,   200,  20.22, 10.63, 67.71, 16.80,     31, 0.97434
DJ,  1998,     8,    20,   200,   8.62,  0.42, 29.80,  7.44,     30, 0.83171
DJ,  1998,     9,    20,   200,   8.63,  0.09, 21.33,  0.82,      6, 0.77407
DJ,  1998,     9,     0,    20,   8.19,  0.20, 17.08,  0.95,     25, 0.3651
DJ,  1999,    10,     0,    20,   5.53,  0.68,  5.77,  0.40,     31, 0.68683
DJ,  1999,    11,     0,    20,  19.82, 12.97,  8.85,  1.16,     30, 0.14692
DJ,  1999,    12,     0,    20,  11.54,  5.10,  9.58,  0.45,     31, 0.86735
DJ,  1999,     1,    20,   200,  34.34, 19.88, 73.10, 54.70,     31, 0.78056
DJ,  1999,     2,   200,   500, 211.90, 67.29,288.80, 80.95,      5, 0.0053068
DJ,  1999,     2,    20,   200, 161.90, 53.73,146.52, 25.01,     21, 0.32495
DJ,  1999,     3,   200,   500, 206.46, 51.63,276.43, 50.31,      7, 0.25639
DJ,  1999,     3,    20,   200, 156.92, 28.31,128.67, 28.42,     24, -0.082602
DJ,  1999,     4,   200,   500, 241.13, 58.23,249.73, 48.10,     15, 0.18034
DJ,  1999,     4,    20,   200, 149.00, 23.18,164.40, 24.80,     15, 0.92263
DJ,  1999,     5,    20,   200,  64.49, 24.83, 71.65, 20.28,     31, 0.99038
DJ,  1999,     6,    20,   200,  20.83,  5.86, 34.66,  8.54,     29, 0.92592
DJ,  1999,     7,     0,    20,   7.86,  0.81, 12.22,  2.95,     31, 0.89711
DJ,  1999,     8,     0,    20,   6.59,  0.57,  5.85,  1.23,     31, 0.37206
DJ,  1999,     9,     0,    20,   5.77,  0.22,  6.13,  0.61,     30, 0.86626
DJ,  2000,    10,    20,   200,  73.08, 18.61, 22.00,  1.73,      3, -0.99452
DJ,  2000,    10,     0,    20,  26.66, 19.78, 10.77,  3.17,     29, 0.74227
DJ,  2000,    11,     0,    20,  25.45, 14.68, 16.00,  1.71,     29, 0.90055
DJ,  2000,    12,     0,    20,  13.82,  0.90, 15.16,  0.82,     31, -0.001004
DJ,  2000,     1,   200,   500, 166.28,115.25,393.00,106.78,      3, -0.448
DJ,  2000,     1,    20,   200, 140.10,101.32, 91.56, 81.71,      9, 0.98764
DJ,  2000,     1,     0,    20,   5.40,  9.51,  9.92,  1.25,     17, 0.83987
DJ,  2000,     2,   200,   500, 468.65,242.07,387.43, 68.15,      7, 0.6718
DJ,  2000,     2,    20,   200, 148.79, 52.66,113.90, 15.65,     10, 0.83692
DJ,  2000,     3,   200,   500, 463.23,158.18,340.87, 90.02,     15, 0.81442
DJ,  2000,     3,    20,   200, 218.36, 16.50,162.70, 20.59,     10, 0.97711
DJ,  2000,     4,    20,   200, 185.96,112.16,103.34, 19.31,     29, 0.33132
DJ,  2000,     5,    20,   200,  70.59, 20.69, 59.45, 11.96,     31, 0.89733
DJ,  2000,     6,    20,   200,  25.83,  8.59, 30.44,  6.53,     27, 0.91867
DJ,  2000,     6,     0,    20,  10.91,  1.01, 18.25,  1.71,      4, 0.97295
DJ,  2000,     7,     0,    20,   9.54,  0.93, 14.84,  2.05,     31, 0.84329
DJ,  2000,     8,     0,    20,   7.97,  0.08,  7.51,  1.28,     31, -0.59684
DJ,  2000,     9,     0,    20,   8.11,  0.26,  6.40,  0.44,     30, 0.78982
DJ,  2001,    10,     0,    20,   7.77,  0.79,  4.36,  0.28,     31, 0.61577
DJ,  2001,    11,    20,   200, 174.35, 81.80, 21.67,  2.08,      3, 0.98902
DJ,  2001,    11,     0,    20,  40.21, 34.51,  8.49,  4.08,     28, 0.74358
DJ,  2001,    12,   200,   500, 152.09, 55.11,294.00, 70.76,      7, -0.063527
DJ,  2001,    12,    20,   200, 175.43, 64.38, 80.78, 39.48,     23, 0.20697
DJ,  2001,     1,   200,   500, 499.94,337.15,272.33,120.11,      3, 0.48201
DJ,  2001,     1,    20,   200, 186.34,152.56, 83.86, 43.76,     21, 0.22833
DJ,  2001,     1,     0,    20,  12.67,  1.92, 15.63,  1.85,      8, 0.6716
DJ,  2001,     2,   200,   500, 272.21, 97.31,293.31, 42.13,     13, 0.10933
DJ,  2001,     2,    20,   200, 198.51, 63.92, 95.87, 41.98,     15, -0.26994
DJ,  2001,     3,   200,   500, 543.15,292.20,264.40, 74.59,     10, 0.92816
DJ,  2001,     3,    20,   200, 203.75, 36.63,132.67, 26.42,     15, 0.98989
DJ,  2001,     4,    20,   200, 189.34, 58.19, 95.53, 19.60,     30, -0.33144
DJ,  2001,     5,    20,   200,  76.88, 45.70, 46.84, 14.63,     31, 0.92748
DJ,  2001,     6,    20,   200,  20.26,  3.75, 22.23,  1.69,     13, 0.92515
DJ,  2001,     6,     0,    20,   9.62,  2.66, 15.22,  2.05,     18, 0.95934
DJ,  2001,     7,     0,    20,   7.32,  0.22,  8.87,  2.48,     31, -0.14073
DJ,  2001,     8,     0,    20,   7.01,  0.14,  4.32,  0.31,     31, 0.33818
DJ,  2001,     9,     0,    20,   7.29,  0.21,  4.52,  0.25,     30, 0.65184
DJ,  2002,    10,     0,    20,   1.48,  0.09,  3.16,  0.19,     31, 0.38693
DJ,  2002,    11,    20,   200, 119.76,201.86, 45.56, 36.68,     16, 0.9136
DJ,  2002,    11,     0,    20,  14.74, 14.30, 10.80,  7.67,     14, 0.98588
DJ,  2002,    12,   200,   500, 340.01,144.71,326.71, 93.42,      7, -0.26253
DJ,  2002,    12,    20,   200, 171.19,206.55, 87.80, 80.73,      5, 0.9899
DJ,  2002,    12,     0,    20,  17.45,  4.43, 17.08,  1.38,     13, 0.046569
DJ,  2002,     1,   200,   500, 178.24, 44.84,274.40, 65.23,      5, -0.3428
DJ,  2002,     1,    20,   200, 129.07, 46.79, 85.85, 35.57,     26, 0.94085
DJ,  2002,     2,    20,   200, 111.12, 34.23, 64.75, 15.17,     28, 0.13221
DJ,  2002,     3,    20,   200,  88.68, 12.84, 78.61, 25.25,     31, 0.7184
DJ,  2002,     4,    20,   200,  46.41, 14.04, 56.37, 11.90,     30, 0.97149
DJ,  2002,     5,    20,   200,  27.08,  7.26, 33.10,  6.91,     31, 0.58882
DJ,  2002,     6,    20,   200,  16.46,  0.24, 22.20,  1.30,      5, 0.86992
DJ,  2002,     6,     0,    20,  10.38,  2.92, 15.12,  2.08,     26, 0.92407
DJ,  2002,     7,     0,    20,   6.07,  0.30,  6.50,  1.83,     31, 0.20665
DJ,  2002,     8,     0,    20,   6.03,  0.28,  3.26,  0.40,     31, -0.30365
DJ,  2002,     9,     0,    20,   4.23,  2.25,  2.87,  0.07,     30, -0.23719
DJ,  2003,    10,     0,    20,   9.47,  0.12,  5.20,  1.04,     31, 0.63613
DJ,  2003,    11,     0,    20,  19.09,  4.70,  7.13,  0.63,     30, 0.089046
DJ,  2003,    12,    20,   200,  81.91, 27.71, 26.20,  4.32,      5, 0.25772
DJ,  2003,    12,     0,    20,  38.73, 18.14, 10.98,  2.90,     24, 0.55389
DJ,  2003,     1,   200,   500, 559.95,267.72,301.69, 75.03,     13, 0.047363
DJ,  2003,     1,    20,   200, 266.53, 99.36,136.83, 32.98,     18, 0.71089
DJ,  2003,     2,    20,   200, 144.21, 24.28, 80.68,  9.64,     28, -0.18447
DJ,  2003,     3,    20,   200, 233.43,158.16, 81.66, 29.46,     29, 0.91589
DJ,  2003,     4,    20,   200, 179.94, 79.43,109.96, 39.93,     28, 0.60109
DJ,  2003,     5,    20,   200, 145.05, 51.63,107.90, 34.08,     31, 0.77958
DJ,  2003,     6,    20,   200,  28.81, 15.34, 42.47, 10.22,     30, 0.93688
DJ,  2003,     7,    20,   200,   9.19,  0.91, 21.25,  0.96,      4, 0.8216
DJ,  2003,     7,     0,    20,   8.87,  0.72, 15.29,  2.80,     28, 0.67898
DJ,  2003,     8,     0,    20,   9.03,  0.35,  8.86,  1.07,     31, -0.28909
DJ,  2003,     9,     0,    20,   9.15,  0.26,  6.71,  0.77,     30, -0.46641
DJ,  2004,    10,     0,    20,  38.04, 54.53,  5.72,  3.22,     31, 0.51149
DJ,  2004,    11,     0,    20,  29.57,  9.70, 15.00,  1.31,     30, -0.32546
DJ,  2004,    12,    20,   200,  51.82, 35.96, 36.95, 29.01,     22, -0.0084938
DJ,  2004,    12,     0,    20,  14.83,  1.00, 16.17,  0.41,      6, 0.024949
DJ,  2004,     1,   200,   500, 760.91,694.86,308.00, 92.71,      3, -0.45616
DJ,  2004,     1,    20,   200, 206.98, 66.50, 57.18, 30.52,     28, 0.7589
DJ,  2004,     2,   200,   500, 820.88,596.52,324.67, 86.96,      3, -0.7296
DJ,  2004,     2,    20,   200, 424.94,332.42,105.43, 46.08,     21, 0.60918
DJ,  2004,     3,   200,   500, 415.00,  9.22,301.50, 73.08,      6, 0.67878
DJ,  2004,     3,    20,   200, 209.96, 86.69,106.36, 38.94,     25, 0.99097
DJ,  2004,     4,    20,   200,  91.38, 25.51, 41.50,  9.33,     30, 0.98238
DJ,  2004,     5,    20,   200,  27.62,  9.84, 21.65,  1.41,     26, 0.65828
DJ,  2004,     5,     0,    20,  22.19,  8.21, 19.20,  1.03,     10, 0.40938
DJ,  2004,     6,     0,    20,  11.33,  3.19, 11.06,  2.75,     30, 0.93657
DJ,  2004,     7,     0,    20,   6.19,  0.40,  4.77,  0.99,     31, 0.88867
DJ,  2004,     8,     0,    20,   5.88,  0.14,  2.81,  0.34,     31, 0.44164
DJ,  2004,     9,     0,    20,   5.83,  0.38,  2.48,  0.25,     30, 0.42264
DJ,  2005,    10,     0,    20,   8.16,  0.19,  8.11,  0.67,     31, -0.048947
DJ,  2005,    11,     0,    20,  10.02,  2.92,  8.41,  0.61,     30, -0.1584
DJ,  2005,    12,    20,   200, 140.04,152.43, 61.17, 31.45,     12, -0.32146
DJ,  2005,    12,     0,    20,  62.05, 70.24, 11.94,  2.41,     18, 0.30811
DJ,  2005,     1,   200,   500, 444.12,283.28,314.47, 73.58,     15, 0.65849
DJ,  2005,     1,    20,   200, 256.47, 17.99,186.80, 11.80,      5, 0.17575
DJ,  2005,     2,   200,   500, 266.25, 57.94,297.00,128.94,      5, -0.25769
DJ,  2005,     2,    20,   200, 311.63, 82.15,154.33, 18.87,     12, 0.75674
DJ,  2005,     3,   200,   500, 344.65, 99.46,327.90, 96.90,     21, 0.81393
DJ,  2005,     4,   200,   500, 365.03, 50.02,297.53, 57.98,     17, 0.73705
DJ,  2005,     4,    20,   200, 224.17, 53.38,164.77, 16.49,     13, 0.85331
DJ,  2005,     5,    20,   200, 137.32, 37.48,101.84, 24.09,     31, 0.90608
DJ,  2005,     6,    20,   200,  41.67, 13.85, 48.50,  9.58,     30, 0.95059
DJ,  2005,     7,    20,   200,  12.96,  2.39, 26.07,  3.53,     15, 0.95326
DJ,  2005,     7,     0,    20,   9.78,  0.30, 16.00,  1.94,     17, 0.6676
DJ,  2005,     8,     0,    20,   8.27,  0.48, 14.10,  2.93,     31, 0.21258
DJ,  2005,     9,     0,    20,   8.09,  0.22,  9.54,  2.12,     30, -0.65673
DJ,  2006,    10,     0,    20,   9.65,  0.49,  6.66,  0.66,     31, -0.59733
DJ,  2006,    11,     0,    20,  19.06, 13.30,  8.74,  0.77,     30, 0.23271
DJ,  2006,    12,     0,    20,  37.11, 18.68, 12.60,  3.42,     30, 0.46437
DJ,  2006,     1,   200,   500, 490.58,369.96,284.20, 90.29,      5, 0.98052
DJ,  2006,     1,    20,   200, 199.09, 28.99,126.50, 26.68,     22, -0.28328
DJ,  2006,     2,    20,   200, 113.06, 24.16, 61.08,  9.66,     26, 0.79444
DJ,  2006,     3,   200,   500, 545.91,267.26,403.92, 40.44,     26, 0.2836
DJ,  2006,     4,   200,   500, 472.73, 84.55,397.75, 73.86,     12, 0.35125
DJ,  2006,     5,   200,   500, 278.50, 56.74,230.29, 19.63,      7, 0.96427
DJ,  2006,     5,    20,   200, 145.29, 33.31,136.00, 28.03,     24, 0.20889
DJ,  2006,     6,    20,   200,  53.38, 24.12, 56.93, 16.44,     30, 0.98133
DJ,  2006,     7,    20,   200,  14.23,  3.40, 25.41,  3.48,     17, 0.96926
DJ,  2006,     7,     0,    20,   8.72,  0.88, 14.80,  2.21,     15, 0.80233
DJ,  2006,     8,     0,    20,   8.89,  0.16, 12.11,  1.82,     31, -0.13443
DJ,  2006,     9,     0,    20,   8.88,  0.11,  8.37,  0.61,     30, 0.36795
DJ,  2007,    10,     0,    20,   9.98,  1.75,  1.40,  0.18,     31, -0.1053
DJ,  2007,    11,     0,    20,   8.85,  0.34,  1.55,  0.11,     30, -0.27377
DJ,  2007,    12,     0,    20,  28.31, 16.27,  2.25,  0.48,     31, 0.37551
DJ,  2007,     1,    20,   200,  24.45,  3.50, 21.88,  1.42,     25, -0.058034
DJ,  2007,     1,     0,    20,  26.26,  3.85, 18.60,  1.65,     10, -0.16303
DJ,  2007,     2,    20,   200,  56.36, 25.18, 53.95, 23.79,     19, 0.7009
DJ,  2007,     2,     0,    20,  19.70,  0.49, 18.70,  1.16,     10, -0.20303
DJ,  2007,     3,    20,   200, 101.55, 62.19, 54.48, 33.66,     31, 0.89325
DJ,  2007,     4,    20,   200,  62.76, 29.47, 21.61,  1.58,     18, 0.34168
DJ,  2007,     4,     0,    20,  48.42,  7.47, 18.72,  1.13,     18, -0.015666
DJ,  2007,     5,     0,    20,  21.78,  8.64, 10.64,  3.61,     31, 0.90438
DJ,  2007,     6,     0,    20,  10.69,  3.28,  5.75,  1.82,     30, 0.92905
DJ,  2007,     7,     0,    20,   5.89,  0.16,  2.19,  0.42,     31, 0.44345
DJ,  2007,     8,     0,    20,   6.05,  0.18,  1.58,  0.14,     31, 0.20065
DJ,  2007,     9,     0,    20,   6.91,  1.94,  1.51,  0.22,     30, 0.12824
DJ,  2008,    10,     0,    20,   6.63,  0.30,  2.60,  0.17,     31, -0.64388
DJ,  2008,    11,     0,    20,  21.84,  9.65,  3.94,  0.80,     30, -0.029647
DJ,  2008,    12,     0,    20,  34.82, 22.40,  7.51,  2.11,     31, 0.70153
DJ,  2008,     1,   200,   500, 340.02,421.19,369.33, 55.59,      3, 0.7098
DJ,  2008,     1,    20,   200, 165.35, 52.86, 85.35, 43.35,     17, 0.88377
DJ,  2008,     1,     0,    20,  20.46,  1.45,  3.43,  0.06,      3, 0.072782
DJ,  2008,     2,   200,   500, 480.16,125.79,319.75, 72.58,     12, 0.13164
DJ,  2008,     2,    20,   200, 233.84, 34.44,138.54, 28.53,     13, 0.93359
DJ,  2008,     3,   200,   500, 373.79,  4.03,235.25, 30.92,      4, 0.87147
DJ,  2008,     3,    20,   200, 195.95, 50.66,107.00, 34.88,     27, 0.98887
DJ,  2008,     4,    20,   200,  93.38, 22.95, 44.13, 10.76,     30, 0.94815
DJ,  2008,     5,    20,   200,  34.45, 15.65, 23.43,  3.57,     23, 0.91402
DJ,  2008,     5,     0,    20,  20.96,  6.41, 18.88,  1.50,     16, -0.66194
DJ,  2008,     6,     0,    20,  11.20,  4.04, 13.06,  3.08,     30, 0.96511
DJ,  2008,     7,     0,    20,   6.20,  0.37,  6.22,  1.39,     31, 0.28234
DJ,  2008,     8,     0,    20,   6.23,  0.21,  3.38,  0.33,     31, 0.15425
DJ,  2008,     9,     0,    20,   6.17,  0.39,  3.00,  0.14,     30, -0.14762
DJ,  2009,    10,    20,   200,  52.33, 32.12, 58.65, 33.34,     17, 0.98231
DJ,  2009,    10,     0,    20,   6.39,  0.22,  6.82,  3.98,     13, 0.48706
DJ,  2009,    11,    20,   200,  13.32,  3.91, 25.63,  3.33,     30, 0.83062
DJ,  2009,    12,    20,   200,  52.01, 40.65, 50.54, 27.68,     28, 0.92308
DJ,  2009,    12,     0,    20,  11.67,  0.33, 19.80,  0.45,      5, -0.45432
DJ,  2009,     1,    20,   200,  66.59, 13.16, 30.67,  2.88,      6, 0.83552
DJ,  2009,     1,     0,    20,  28.83, 23.76,  9.75,  1.31,     25, 0.7683
DJ,  2009,     2,   200,   500, 589.01,364.81,314.44, 88.83,      9, 0.22249
DJ,  2009,     2,    20,   200,  64.82, 13.89, 56.47, 43.77,     15, 0.4245
DJ,  2009,     3,   200,   500, 346.14,157.05,310.25, 92.55,      8, 0.8589
DJ,  2009,     3,    20,   200, 205.67, 25.36,145.00, 31.10,     17, 0.76029
DJ,  2009,     4,    20,   200, 112.26, 35.65, 69.50, 16.72,     30, 0.79449
DJ,  2009,     5,    20,   200,  50.13, 21.37, 38.03, 10.49,     31, 0.85959
DJ,  2009,     6,    20,   200,  14.43,  4.20, 24.26,  2.35,     19, 0.92977
DJ,  2009,     6,     0,    20,   7.46,  0.76, 16.69,  2.21,     13, 0.88709
DJ,  2009,     7,     0,    20,   6.23,  0.37, 11.60,  1.10,     31, 0.39173
DJ,  2009,     8,     0,    20,   5.81,  0.34,  6.28,  1.09,     31, 0.5714
DJ,  2009,     9,     0,    20,   5.75,  0.28,  5.43,  0.39,     30, 0.043248
DJ,  2010,    10,     0,    20,   8.92,  3.08, 13.68,  1.19,     31, 0.21557
DJ,  2010,    11,    20,   200, 116.39, 80.61, 20.71,  0.95,      7, -0.75323
DJ,  2010,    11,     0,    20,  43.07, 58.01, 14.96,  2.86,     27, 0.90792
DJ,  2010,    12,   200,   500, 184.70, 33.27,302.25, 84.25,      8, -0.046044
DJ,  2010,    12,    20,   200,  60.52, 50.76, 55.25, 53.77,     20, 0.8033
DJ,  2010,    12,     0,    20,  37.18,  6.59, 18.33,  0.58,      3, -0.99767
DJ,  2010,     1,   200,   500, 462.39,275.36,369.00, 68.93,      5, 0.97452
DJ,  2010,     1,    20,   200,  37.25,  7.24, 51.76,  7.80,     17, 0.20633
DJ,  2010,     2,   200,   500, 287.71, 31.10,337.14, 80.41,     21, -0.61909
DJ,  2010,     2,    20,   200, 329.26, 64.64,190.20,  8.81,      5, 0.397
DJ,  2010,     3,   200,   500, 409.90,217.84,313.69, 84.98,     16, 0.5984
DJ,  2010,     3,    20,   200, 215.64, 14.82,162.50, 18.42,      8, 0.97825
DJ,  2010,     4,   200,   500, 330.35,156.39,305.38, 63.29,     21, 0.41887
DJ,  2010,     4,    20,   200, 196.92, 23.67,157.14, 23.34,      7, 0.16843
DJ,  2010,     5,    20,   200, 134.49, 40.91,134.93, 29.78,     29, 0.91709
DJ,  2010,     6,    20,   200,  45.79, 19.70, 64.53, 13.46,     30, 0.98234
DJ,  2010,     7,    20,   200,  10.10,  3.39, 30.19,  6.08,     31, 0.85858
DJ,  2010,     8,     0,    20,   7.17,  0.52, 14.48,  2.66,     31, 0.87452
DJ,  2010,     9,     0,    20,   6.80,  0.28, 10.93,  0.70,     30, -0.53547
DJ,  2011,    10,    20,   200,  36.57, 18.82, 22.67,  2.08,      3, 0.68255
DJ,  2011,    10,     0,    20,  22.99, 12.52, 16.89,  1.10,     28, 0.53023
DJ,  2011,    11,    20,   200,  31.98, 17.04, 21.65,  2.13,     20, 0.31108
DJ,  2011,    11,     0,    20,  23.54,  9.11, 19.06,  0.90,     17, 0.35747
DJ,  2011,    12,    20,   200,  15.51,  2.76, 21.21,  1.07,     28, -0.27665
DJ,  2011,    12,     0,    20,  17.60,  4.84, 19.75,  0.45,     12, -0.32541
DJ,  2011,     1,   200,   500, 226.08,  3.15,283.20, 83.27,      5, 0.70556
DJ,  2011,     1,    20,   200, 127.55, 52.03, 95.26, 33.86,     23, 0.94611
DJ,  2011,     2,   200,   500, 687.50,381.90,368.00, 60.35,      4, -0.25593
DJ,  2011,     2,    20,   200,  67.07,  4.33, 67.31, 28.66,     16, -0.34532
DJ,  2011,     3,   200,   500, 242.34, 90.47,298.33, 77.20,     15, 0.75661
DJ,  2011,     3,    20,   200, 174.73,  4.55,181.50,  8.58,      4, 0.92498
DJ,  2011,     4,   200,   500, 265.41, 43.24,312.43, 91.01,     14, 0.95693
DJ,  2011,     4,    20,   200, 176.02, 35.45,172.15, 18.58,     13, 0.9422
DJ,  2011,     5,    20,   200,  93.34, 17.01,104.55, 15.26,     31, 0.20858
DJ,  2011,     6,   200,   500,  61.53,  2.40,256.00, 73.14,      3, -0.21537
DJ,  2011,     6,    20,   200,  93.87, 74.44, 86.37, 31.86,     27, 0.93495
DJ,  2011,     7,    20,   200,  13.69,  4.39, 38.45,  6.56,     31, 0.93631
DJ,  2011,     8,    20,   200,   9.76,  0.06, 23.89,  2.09,      9, 0.82456
DJ,  2011,     8,     0,    20,   9.27,  0.27, 13.64,  2.42,     22, 0.87641
DJ,  2011,     9,     0,    20,   8.78,  0.20, 13.21,  2.34,     30, -0.43323
DJ,  2012,     1,    20,   200,  45.87, 68.68, 35.71, 21.37,     28, 0.65134
DJ,  2012,     1,     0,    20,  11.38,  0.28, 19.71,  0.49,      7, 0.44605
NC,  1992,    10,     0,    20,   0.02,  0.09,  0.00,  0.00,     31, 
NC,  1992,    11,     0,    20,   0.03,  0.07,  0.00,  0.00,     30, 
NC,  1992,    12,     0,    20,  53.15, 66.50,  0.00,  0.00,     31, 
NC,  1992,     1,     0,    20,  83.52, 91.56,  0.00,  0.00,     31, 
NC,  1992,     2,   200,   500, 1037.69,689.03,335.25, 89.33,      8, 0.89608
NC,  1992,     2,    20,   200, 400.10, 45.06,166.00, 18.57,      4, 0.90379
NC,  1992,     2,     0,    20,  23.08,  2.95,  0.00,  0.00,     10, 
NC,  1992,     3,   200,   500, 257.87, 13.96,269.20, 53.74,      5, 0.80919
NC,  1992,     3,    20,   200, 273.78, 67.18,134.54, 20.66,     26, 0.090958
NC,  1992,     4,    20,   200, 110.58, 45.22, 57.44, 22.76,     25, 0.96262
NC,  1992,     4,     0,    20,  43.07,  8.85, 16.00,  2.12,      5, 0.92748
NC,  1992,     5,     0,    20,  13.84,  8.89,  8.06,  6.00,     31, 0.94521
NC,  1992,     6,     0,    20,   0.90,  0.96,  0.21,  0.40,     30, 0.41743
NC,  1992,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1992,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1992,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  1993,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1993,    11,     0,    20,  14.27, 23.32,  0.00,  0.00,     30, 
NC,  1993,    12,     0,    20,  28.13, 15.69,  0.00,  0.00,     31, 
NC,  1993,     1,   200,   500, 433.98,142.78,432.83, 37.96,      6, 0.43471
NC,  1993,     1,    20,   200, 342.87, 92.78, 68.60, 41.98,      5, -0.12575
NC,  1993,     2,   200,   500, 354.70, 63.23,354.33, 57.30,     15, -0.39783
NC,  1993,     3,   200,   500, 396.79,133.25,291.32, 76.97,     22, 0.54726
NC,  1993,     3,    20,   200, 279.61, 17.60,189.25,  4.79,      4, 0.96129
