Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
RR,  2011,    10,     0,    20,  19.96,  9.79, 16.59,  1.27,     29, 0.23524
RR,  2011,    11,    20,   200,  24.97,  3.35, 21.33,  1.15,      3, 0.98898
RR,  2011,    11,     0,    20,  21.94,  7.84, 17.54,  1.10,     28, -0.31706
RR,  2011,    12,     0,    20,  14.18,  2.21, 18.42,  0.92,     31, -0.74402
RR,  2011,     1,   200,   500, 221.26, 16.53,278.60, 70.55,      5, -0.39544
RR,  2011,     1,    20,   200, 109.34, 41.65,101.61, 36.64,     23, 0.97733
RR,  2011,     2,   200,   500, 489.81,326.27,370.29,101.37,      7, 0.31653
RR,  2011,     2,    20,   200,  62.53,  3.88, 56.00,  6.78,     15, 0.42489
RR,  2011,     3,   200,   500, 225.53, 85.32,293.86, 74.36,     14, 0.70131
RR,  2011,     3,    20,   200, 159.69,  6.83,178.00,  9.38,      5, 0.92886
RR,  2011,     4,   200,   500, 245.58, 34.05,315.93, 87.47,     14, 0.8688
RR,  2011,     4,    20,   200, 157.00, 30.49,149.46, 26.83,     13, 0.95377
RR,  2011,     5,    20,   200,  86.47, 16.62, 83.58, 10.54,     31, 0.22614
RR,  2011,     6,   200,   500,  55.31,  2.06,258.00, 60.83,      3, -0.08945
RR,  2011,     6,    20,   200,  80.21, 66.41, 87.00, 33.15,     27, 0.94652
RR,  2011,     7,    20,   200,  12.95,  3.57, 36.61,  6.86,     31, 0.89815
RR,  2011,     8,    20,   200,  10.11,  0.04, 22.67,  1.58,      9, 0.6573
RR,  2011,     8,     0,    20,   9.81,  0.16, 14.57,  2.09,     23, 0.80097
RR,  2011,     9,     0,    20,   9.49,  0.13, 14.63,  1.73,     30, -0.29447
RR,  2012,    10,     0,    20,   6.80,  0.79,  4.35,  0.51,     31, -0.31439
RR,  2012,    11,     0,    20,  11.52,  3.93,  4.60,  0.69,     29, 0.31302
RR,  2012,    12,   200,   500, 209.83, 74.33,340.56, 71.67,      9, -0.7967
RR,  2012,    12,    20,   200, 171.31,110.73, 69.04, 35.46,     19, 0.59084
RR,  2012,     1,    20,   200,  39.29, 37.81, 43.00, 25.68,     21, 0.617
RR,  2012,     1,     0,    20,  10.95,  0.22, 19.47,  0.51,     19, -0.22437
RR,  2012,     2,    20,   200,  32.82,  8.20, 28.62,  3.04,     29, 0.29146
RR,  2012,     3,    20,   200,  99.25, 96.08, 64.15, 41.78,     31, 0.76839
RR,  2012,     4,    20,   200, 156.86, 63.67, 97.85, 33.89,     30, 0.023607
RR,  2012,     5,    20,   200,  45.92, 18.59, 32.62, 10.36,     31, 0.97475
RR,  2012,     6,     0,    20,  11.62,  4.46, 12.44,  3.25,     29, 0.90144
RR,  2012,     7,     0,    20,   6.60,  0.20,  6.80,  1.18,     31, 0.57114
RR,  2012,     8,     0,    20,   6.26,  0.13,  6.08,  0.65,     31, 0.60922
RR,  2012,     9,     0,    20,   6.34,  0.06,  5.39,  0.51,     30, 0.30734
RR,  2013,    10,     0,    20,   4.50,  1.39,  2.34,  0.46,     31, 0.54823
RR,  2013,    11,     0,    20,   6.53,  1.32,  2.58,  0.11,     30, 0.0056709
RR,  2013,    12,     0,    20,   6.90,  0.99,  2.83,  0.14,     31, 0.094857
RR,  2013,     1,   200,   500, 204.83, 78.12,216.00, 12.52,      4, 0.45713
RR,  2013,     1,    20,   200, 157.13, 50.42,128.90, 35.47,     27, 0.54498
RR,  2013,     2,    20,   200,  92.73,  8.01, 56.31, 11.05,     28, 0.37388
RR,  2013,     3,    20,   200,  61.51, 16.03, 38.05,  5.88,     31, 0.76377
RR,  2013,     4,    20,   200,  36.32, 11.43, 29.33, 12.41,     28, 0.70427
RR,  2013,     4,     0,    20,  17.08,  1.24, 18.83,  1.04,      3, 0.96878
RR,  2013,     5,     0,    20,  14.75,  2.17, 10.93,  3.63,     31, 0.61936
RR,  2013,     6,     0,    20,   8.79,  3.07,  5.71,  0.58,     30, 0.74948
RR,  2013,     7,     0,    20,   3.66,  0.17,  3.55,  0.89,     31, -0.49254
RR,  2013,     8,     0,    20,   3.75,  0.13,  3.01,  0.17,     31, -0.056417
RR,  2013,     9,     0,    20,   3.88,  0.34,  3.04,  0.24,     30, 0.53343
RR,  2014,    10,     0,    20,   3.91,  0.27,  1.23,  0.53,     31, 0.78766
RR,  2014,    11,     0,    20,  12.75, 11.12,  2.38,  0.48,     30, 0.011392
RR,  2014,    12,   200,   500, 356.42,372.50,282.40, 79.50,      5, 0.022802
RR,  2014,    12,    20,   200, 127.63, 43.24, 97.45, 43.70,     15, 0.87476
RR,  2014,    12,     0,    20,  49.70, 23.67,  5.10,  1.72,     10, 0.71404
RR,  2014,     1,     0,    20,   4.77,  0.34,  2.38,  0.12,     31, 0.09484
RR,  2014,     2,     0,    20,  16.16, 18.86,  3.66,  3.06,     28, 0.90427
RR,  2014,     3,    20,   200,  65.32, 60.46, 45.14, 33.31,     18, 0.9659
RR,  2014,     3,     0,    20,  14.28,  2.67, 17.35,  1.17,     11, 0.3901
RR,  2014,     4,    20,   200,  80.12, 47.87, 33.09,  9.70,     14, 0.76841
RR,  2014,     4,     0,    20,  19.93,  5.47, 16.43,  1.64,     16, 0.35535
RR,  2014,     5,     0,    20,  14.73,  1.37,  9.94,  3.88,     31, 0.49957
RR,  2014,     6,     0,    20,   8.91,  3.13,  3.47,  1.10,     30, -0.26647
RR,  2014,     7,     0,    20,   3.54,  0.13,  3.30,  1.15,     31, 0.36604
RR,  2014,     8,     0,    20,   3.56,  0.12,  1.43,  0.60,     31, -0.54404
RR,  2014,     9,     0,    20,   3.74,  0.36,  0.84,  0.32,     30, 0.4842
RR,  2015,     1,    20,   200,  55.69, 18.77, 31.50,  7.05,     31, 0.98856
RR,  2015,     2,   200,   500, 350.88,121.52,315.75, 96.91,      4, -0.84799
RR,  2015,     2,    20,   200,  83.65, 42.28, 71.19, 44.69,     23, 0.60828
RR,  2015,     3,    20,   200,  68.98, 27.28, 37.28,  8.69,     31, 0.78401
RR,  2015,     4,    20,   200,  67.71, 44.21, 23.90,  4.57,     14, 0.42412
RR,  2015,     4,     0,    20,  40.55, 11.33, 17.05,  1.40,     16, 0.64489
RR,  2015,     5,    20,   200,  18.53,  4.86, 23.25,  2.07,     13, -0.29979
RR,  2015,     5,     0,    20,  18.94,  4.68, 16.76,  2.44,     18, 0.37063
RR,  2015,     6,     0,    20,  57.88,266.62,  7.39,  2.33,     30, -0.18908
RR,  2015,     7,     0,    20,   5.89, 13.14,  6.81,  1.75,     31, 0.22128
RR,  2015,     8,     0,    20,   2.99,  0.26,  4.93,  2.76,     31, 0.23802
RR,  2015,     9,     0,    20,   1.48,  0.60,  1.16,  0.47,     30, 0.60098
SH,  1992,    10,     0,    20,   4.85,  1.78,  5.04,  0.17,     31, -0.7054
SH,  1992,    11,     0,    20,   6.89,  1.82,  4.09,  0.11,     30, 0.69868
SH,  1992,    12,    20,   200, 110.99, 94.73,119.67, 47.96,      3, 0.97129
SH,  1992,    12,     0,    20,  22.54, 12.85,  5.52,  1.70,     28, 0.043911
SH,  1992,     1,    20,   200,  75.75, 42.39, 36.00, 11.82,     17, 0.72074
SH,  1992,     1,     0,    20,  49.78, 43.06, 15.47,  2.92,     15, -0.40906
SH,  1992,     2,    20,   200, 225.20, 95.28,132.67, 28.40,      6, 0.8764
SH,  1992,     2,     0,    20,  35.35,  1.46, 15.00,  1.41,      9, 0.79296
SH,  1992,     3,   200,   500, 220.78, 10.94,294.00, 60.56,      3, -0.9971
SH,  1992,     3,    20,   200, 228.30, 56.85,121.29, 25.14,     28, 0.66207
SH,  1992,     4,    20,   200,  88.00, 32.39, 45.28, 18.02,     29, 0.98711
SH,  1992,     4,     0,    20,  41.64,  3.90, 19.67,  0.58,      3, 0.19731
SH,  1992,     5,    20,   200,  32.83,  2.23, 20.00,  0.00,      6, 
SH,  1992,     5,     0,    20,  20.33,  8.71, 14.77,  3.42,     31, 0.94817
SH,  1992,     6,     0,    20,   8.61,  2.77,  6.86,  1.12,     30, 0.71504
SH,  1992,     7,     0,    20,   4.79,  0.53,  5.11,  0.18,     31, 0.23654
SH,  1992,     8,     0,    20,   4.08,  0.11,  5.05,  0.09,     31, 0.44116
SH,  1992,     9,     0,    20,   4.35,  0.09,  5.02,  0.05,     30, -0.54541
SH,  1993,    10,     0,    20,   7.17,  0.20,  5.89,  0.07,     31, 0.21078
SH,  1993,    11,     0,    20,  17.90, 24.52,  5.98,  0.11,     30, 0.15698
SH,  1993,    12,     0,    20,  20.27,  9.81,  6.04,  0.24,     31, 0.2132
SH,  1993,     1,    20,   200, 150.79, 27.02,148.00, 35.51,      3, -0.85614
SH,  1993,     4,    20,   200,  99.80,  9.66, 72.38,  5.01,      8, 0.94216
SH,  1993,     5,    20,   200,  46.35, 17.05, 40.03, 13.52,     31, 0.97306
SH,  1993,     6,    20,   200,  22.04, 10.28, 30.93, 12.14,     27, 0.39865
SH,  1993,     6,     0,    20,   5.95,  0.54, 17.75,  2.06,      4, 0.90292
SH,  1993,     7,     0,    20,   6.49,  0.89, 10.23,  2.76,     31, -0.30015
SH,  1993,     8,     0,    20,   6.17,  0.29,  6.03,  0.17,     31, -0.75434
SH,  1993,     9,     0,    20,   6.73,  0.22,  5.89,  0.07,     30, 0.18786
SH,  1994,    10,     0,    20,  11.67,  6.51,  4.03,  0.06,     31, 0.14526
SH,  1994,    11,     0,    20,  17.09,  8.93,  3.63,  0.11,     30, -0.22595
SH,  1994,    12,     0,    20,  17.99,  5.10,  3.59,  0.06,     31, 0.21059
SH,  1994,     1,    20,   200,  42.38,  5.31, 28.80,  6.72,      5, -0.19124
SH,  1994,     1,     0,    20,  17.84,  7.76,  7.39,  3.86,     27, 0.94525
SH,  1994,     2,    20,   200,  55.52, 36.54, 69.20, 37.12,     10, -0.67345
SH,  1994,     2,     0,    20,  17.01, 10.13, 12.17,  1.17,      6, 0.86814
SH,  1994,     3,    20,   200,  70.46, 23.50, 33.00, 13.34,     28, 0.9438
SH,  1994,     3,     0,    20,  51.30,  5.37, 16.50,  2.52,      4, 0.95683
SH,  1994,     4,     0,    20,  48.02, 37.79, 12.90,  1.18,     30, -0.10185
SH,  1994,     5,     0,    20,  49.21, 22.15, 12.94,  2.08,     31, 0.16692
SH,  1994,     6,     0,    20,  11.35,  3.67,  5.99,  2.58,     30, 0.81163
SH,  1994,     7,     0,    20,   6.86,  0.14,  3.68,  0.27,     31, 0.58411
SH,  1994,     8,     0,    20,   6.87,  0.18,  3.95,  0.14,     31, -0.28909
SH,  1994,     9,     0,    20,   7.19,  0.66,  3.98,  0.10,     30, 0.020052
SH,  1995,    10,     0,    20,   6.79,  0.38,  8.75,  0.19,     31, -0.50515
SH,  1995,    11,     0,    20,   7.23,  0.17,  8.97,  0.17,     30, -0.59569
SH,  1995,    12,    20,   200,  63.28, 41.05, 31.45, 11.55,     20, 0.52833
SH,  1995,    12,     0,    20,   7.08,  0.02,  9.12,  0.09,     11, -0.073612
SH,  1995,     1,     0,    20,  16.15,  0.87,  3.77,  0.12,      3, -0.8532
SH,  1995,     4,   200,   500, 291.12, 65.43,302.53, 83.91,     17, 0.79135
SH,  1995,     4,    20,   200, 205.02, 26.72,157.77, 21.93,     13, 0.10997
SH,  1995,     5,    20,   200, 162.01, 32.21,135.52, 31.32,     29, 0.67226
SH,  1995,     6,    20,   200,  71.51, 27.81, 66.57, 15.26,     30, 0.41648
SH,  1995,     7,    20,   200,  21.62,  6.30, 30.14,  7.66,     14, 0.9736
SH,  1995,     7,     0,    20,  11.04,  2.30, 16.53,  2.37,     19, 0.53085
SH,  1995,     8,     0,    20,   7.32,  0.48,  8.90,  1.13,     31, 0.71082
SH,  1995,     9,     0,    20,   6.57,  0.14,  8.41,  0.48,     30, -0.78863
SH,  1996,    10,     0,    20,   7.21,  4.13,  7.38,  0.60,     31, -0.81403
SH,  1996,    11,    20,   200,  46.77, 19.67, 28.08,  7.57,     12, -0.090381
SH,  1996,    11,     0,    20,  16.69,  9.92,  7.76,  4.36,     19, 0.92332
SH,  1996,    12,    20,   200,  14.32,  7.43, 24.71,  4.57,      7, -0.25104
SH,  1996,    12,     0,    20,  15.78,  6.81, 19.00,  1.00,      3, 0.93763
SH,  1996,     1,    20,   200,  74.89, 42.08, 92.86, 53.84,     21, 0.58146
SH,  1996,     1,     0,    20,  18.73,  8.30, 18.00,  1.05,     10, 0.9407
SH,  1996,     4,    20,   200, 143.54, 81.83,116.50, 28.71,     28, 0.79453
SH,  1996,     5,    20,   200,  85.08, 90.37, 67.58, 27.15,     31, 0.45504
SH,  1996,     6,    20,   200,  25.45,  6.35, 34.17,  9.19,     12, 0.92033
SH,  1996,     6,     0,    20,   9.09,  4.76, 17.21,  1.27,     19, 0.43774
SH,  1996,     7,     0,    20,   5.80,  1.56, 13.75,  2.37,     31, -0.68041
SH,  1996,     8,     0,    20,   6.86,  0.29,  8.49,  0.83,     31, -0.71998
SH,  1996,     9,     0,    20,   7.00,  0.07,  8.42,  0.88,     30, -0.21917
SH,  1997,    10,     0,    20,   5.00,  1.28,  4.45,  0.57,     31, -0.12429
SH,  1997,    11,    20,   200,  97.88, 46.97, 38.00, 13.42,      5, -0.8716
SH,  1997,    11,     0,    20,  15.16, 12.36,  6.20,  1.72,     25, 0.51428
SH,  1997,    12,    20,   200, 186.59,126.11, 71.68, 43.15,     31, 0.23211
SH,  1997,     2,    20,   200, 179.65, 11.65,139.11, 13.36,      9, 0.83006
SH,  1997,     3,    20,   200,  99.09, 31.37, 80.94, 20.44,     31, 0.99017
SH,  1997,     4,    20,   200,  32.10, 13.29, 40.20,  6.63,     30, 0.9814
SH,  1997,     5,    20,   200,  11.53,  1.19, 24.80,  3.38,     20, 0.84977
SH,  1997,     5,     0,    20,   9.73,  0.34, 17.21,  1.93,     14, 0.7375
SH,  1997,     6,     0,    20,   6.29,  2.77, 10.39,  2.99,     30, 0.96567
SH,  1997,     7,     0,    20,   2.21,  0.10,  6.10,  0.23,     31, 0.52464
SH,  1997,     8,     0,    20,   2.64,  0.23,  6.14,  0.05,     31, 0.010975
SH,  1997,     9,     0,    20,   3.25,  0.11,  6.21,  0.14,     30, -0.10388
SH,  1998,    10,     0,    20,  11.58,  1.86, 17.16,  1.00,     31, 0.053969
SH,  1998,    11,    20,   200,  20.45, 14.67, 23.53,  6.47,     15, 0.4576
SH,  1998,    11,     0,    20,  14.87,  3.99, 18.89,  0.76,     18, 0.69167
SH,  1998,    12,    20,   200,  23.46, 13.41, 37.06, 17.49,     31, 0.74672
SH,  1998,     1,    20,   200,  87.21,  2.47, 43.33, 14.29,      3, 0.42789
SH,  1998,     5,   200,   500, 234.01, 31.86,226.50, 14.79,     12, -0.66916
SH,  1998,     5,    20,   200, 211.57, 64.11,164.74, 18.42,     19, 0.80572
SH,  1998,     6,    20,   200,  85.78, 35.62,106.07, 20.22,     30, 0.98837
SH,  1998,     7,    20,   200,  17.00,  8.20, 50.87, 13.83,     31, 0.96641
SH,  1998,     8,    20,   200,   8.77,  0.31, 24.17,  4.06,     18, 0.9731
SH,  1998,     8,     0,    20,   8.47,  0.09, 17.56,  2.22,     16, -0.30506
SH,  1998,     9,     0,    20,   8.65,  0.75, 14.03,  2.41,     30, 0.61649
SH,  1999,    10,     0,    20,   6.99,  0.32,  6.46,  0.25,     31, -0.19682
SH,  1999,    11,     0,    20,  14.21,  7.20,  8.28,  0.86,     30, -0.30461
SH,  1999,    12,     0,    20,   8.14,  4.74,  8.68,  0.30,     31, 0.26877
SH,  1999,     1,    20,   200,  23.64,  8.20, 59.32, 52.14,     31, 0.76685
SH,  1999,     2,   200,   500, 218.87,102.79,295.67, 74.10,      3, -0.9494
SH,  1999,     2,    20,   200, 147.74, 38.25,136.35, 30.57,     23, -0.18359
SH,  1999,     3,   200,   500, 177.40, 34.16,295.75, 85.87,      4, -0.95409
SH,  1999,     3,    20,   200, 139.82, 37.94,111.89, 31.00,     27, 0.68376
SH,  1999,     4,   200,   500, 252.64, 15.60,282.80, 50.72,      5, 0.097879
SH,  1999,     4,    20,   200, 145.67, 38.85,145.40, 27.38,     25, 0.78874
SH,  1999,     5,    20,   200,  55.47, 20.97, 61.68, 15.94,     31, 0.98459
SH,  1999,     6,    20,   200,  19.30,  5.06, 31.69,  8.09,     26, 0.87747
SH,  1999,     6,     0,    20,  10.47,  0.80, 17.80,  1.64,      5, 0.8312
SH,  1999,     7,     0,    20,   7.92,  0.40, 10.68,  2.60,     31, 0.85353
SH,  1999,     8,     0,    20,   7.39,  0.16,  6.59,  0.64,     31, -0.53929
SH,  1999,     9,     0,    20,   7.14,  0.18,  7.07,  0.40,     30, 0.69781
SH,  2000,    10,     0,    20,  18.92, 10.57, 12.03,  3.08,     29, 0.63201
SH,  2000,    11,     0,    20,  14.44,  9.12, 15.13,  1.11,     30, 0.65015
SH,  2000,    12,     0,    20,  12.15,  0.50, 14.97,  0.80,     31, 0.41922
SH,  2000,     1,    20,   200, 104.79, 63.13,110.00, 66.61,      6, 0.92441
SH,  2000,     1,     0,    20,   5.70,  8.12, 10.90,  3.27,     20, 0.87813
SH,  2000,     2,   200,   500, 265.61,131.90,395.25, 79.73,      8, 0.76332
SH,  2000,     2,    20,   200,  78.05, 14.39,110.40, 14.95,     10, 0.57728
SH,  2000,     3,   200,   500, 341.02,126.96,345.11, 92.55,     18, 0.65303
SH,  2000,     3,    20,   200, 183.45, 16.80,155.70, 19.66,     10, 0.97993
SH,  2000,     4,    20,   200, 160.98,108.70,100.55, 17.77,     29, 0.6553
SH,  2000,     5,    20,   200,  61.61, 17.10, 52.26,  9.95,     31, 0.90675
SH,  2000,     6,    20,   200,  21.96,  7.19, 29.41,  6.28,     27, 0.88565
SH,  2000,     6,     0,    20,  10.72,  0.65, 17.50,  2.08,      4, -0.48757
SH,  2000,     7,     0,    20,  10.22,  0.44, 15.74,  1.37,     31, 0.84561
SH,  2000,     8,     0,    20,   9.45,  0.04,  9.86,  1.15,     31, 0.44488
SH,  2000,     9,     0,    20,   9.69,  0.14,  8.91,  0.35,     30, 0.06611
SH,  2001,    10,     0,    20,   9.02,  0.48,  6.89,  0.55,     31, 0.16209
SH,  2001,    11,    20,   200,  55.23, 44.39, 24.00,  1.15,      4, -0.72838
SH,  2001,    11,     0,    20,  22.00, 13.71,  9.47,  2.58,     26, 0.52753
SH,  2001,    12,   200,   500, 111.81, 38.94,295.29, 68.14,      7, -0.14845
SH,  2001,    12,    20,   200, 141.97, 58.58, 80.29, 39.79,     24, 0.64866
SH,  2001,     1,    20,   200, 126.18,100.52, 86.73, 44.07,     22, 0.38581
SH,  2001,     1,     0,    20,  17.05,  9.16, 15.67,  2.00,      9, 0.45992
SH,  2001,     2,   200,   500, 221.91, 67.44,257.45, 34.41,     11, 0.47791
SH,  2001,     2,    20,   200, 181.66,104.62, 94.82, 47.04,     17, 0.34458
SH,  2001,     3,   200,   500, 424.84,333.89,285.50, 87.35,      8, 0.88557
SH,  2001,     3,    20,   200, 187.11, 42.00,135.89, 33.49,     18, 0.96767
SH,  2001,     4,    20,   200, 186.38, 67.36, 85.57, 16.80,     30, -0.11051
SH,  2001,     5,    20,   200,  64.08, 28.91, 42.16, 11.85,     31, 0.99837
SH,  2001,     6,    20,   200,  18.34,  3.93, 22.80,  1.90,     15, 0.96293
SH,  2001,     6,     0,    20,   9.95,  1.58, 17.59,  1.23,     17, 0.84274
SH,  2001,     7,     0,    20,   8.96,  0.08, 11.87,  2.69,     31, 0.42097
SH,  2001,     8,     0,    20,   8.78,  0.05,  7.41,  0.27,     31, 0.2716
SH,  2001,     9,     0,    20,   8.83,  0.10,  7.51,  0.25,     30, 0.18195
SH,  2002,    10,     0,    20,   1.06,  0.13,  6.02,  0.36,     31, 0.88941
SH,  2002,    11,    20,   200,  76.05,131.13, 43.78, 33.91,     18, 0.8634
SH,  2002,    11,     0,    20,   8.72,  8.90, 12.59,  6.28,     13, 0.98315
SH,  2002,    12,   200,   500, 450.78,298.18,361.92, 84.90,     12, 0.21779
SH,  2002,    12,    20,   200, 180.22,149.93,127.80, 65.03,      5, 0.87326
SH,  2002,    12,     0,    20,  15.38,  4.85, 17.00,  0.60,     12, 0.70853
SH,  2002,     1,   200,   500, 223.05, 36.54,270.40, 50.66,      5, 0.50546
SH,  2002,     1,    20,   200, 109.30, 27.11, 84.54, 37.16,     26, 0.94115
SH,  2002,     2,    20,   200, 102.15, 33.10, 59.61, 14.08,     28, 0.16855
SH,  2002,     3,    20,   200,  79.83, 11.18, 74.45, 22.57,     31, 0.093422
SH,  2002,     4,    20,   200,  40.47, 10.95, 50.83, 11.85,     30, 0.96772
SH,  2002,     5,    20,   200,  24.43,  6.84, 30.55,  4.96,     31, 0.59794
SH,  2002,     6,    20,   200,  16.02,  0.86, 21.83,  1.17,      6, 0.85232
SH,  2002,     6,     0,    20,  10.56,  2.31, 16.92,  1.58,     25, 0.84862
SH,  2002,     7,     0,    20,   7.80,  0.11,  9.36,  1.82,     31, 0.68927
SH,  2002,     8,     0,    20,   7.65,  0.07,  6.33,  0.51,     31, 0.38422
SH,  2002,     9,     0,    20,   4.25,  3.42,  5.94,  0.22,     30, 0.17945
SH,  2003,    10,     0,    20,  10.67,  0.12,  7.78,  0.74,     31, 0.1898
SH,  2003,    11,     0,    20,  15.73,  2.90,  8.01,  0.42,     30, -0.27404
SH,  2003,    12,    20,   200,  31.97,  6.63, 22.00,  1.73,      3, 0.91858
SH,  2003,    12,     0,    20,  27.32, 11.52, 11.82,  3.22,     27, 0.60122
SH,  2003,     1,   200,   500, 542.18,217.65,279.89, 65.16,      9, -0.54215
SH,  2003,     1,    20,   200, 238.24, 94.08,132.68, 34.39,     22, 0.71955
SH,  2003,     2,    20,   200, 133.72, 19.65, 72.71,  8.50,     28, -0.10014
SH,  2003,     3,    20,   200, 183.96,123.96, 78.33, 33.46,     30, 0.90614
SH,  2003,     4,    20,   200, 167.81, 83.01,101.14, 36.47,     28, 0.77213
SH,  2003,     5,    20,   200, 128.69, 50.63,100.81, 31.08,     31, 0.77964
SH,  2003,     6,    20,   200,  26.57, 12.93, 39.83,  7.81,     30, 0.9308
SH,  2003,     7,    20,   200,  10.49,  0.48, 22.25,  1.41,     20, -0.2281
SH,  2003,     7,     0,    20,   9.94,  0.11, 16.31,  2.29,     13, 0.92325
SH,  2003,     8,     0,    20,  10.73,  0.05, 11.89,  1.32,     31, 0.50836
SH,  2003,     9,     0,    20,  10.69,  0.07,  9.74,  0.72,     30, -0.53885
SH,  2004,    10,     0,    20,  23.46, 24.63,  8.68,  3.46,     31, 0.53844
SH,  2004,    11,     0,    20,  17.59,  5.88, 17.30,  0.92,     30, 0.21376
SH,  2004,    12,    20,   200,  37.40, 28.60, 29.43,  5.74,     21, 0.24941
SH,  2004,    12,     0,    20,  10.97,  0.35, 17.50,  0.55,      6, -0.46619
SH,  2004,     1,   200,   500, 601.14,621.41,266.00, 67.82,      3, -0.26305
SH,  2004,     1,    20,   200, 170.68, 50.44, 51.86, 30.60,     28, 0.86013
SH,  2004,     2,   200,   500, 638.32,457.25,310.00, 97.21,      4, -0.79916
SH,  2004,     2,    20,   200, 320.66,245.01, 91.14, 41.94,     21, 0.76663
SH,  2004,     3,   200,   500, 370.26,  4.00,272.80, 58.76,      5, 0.95607
SH,  2004,     3,    20,   200, 183.00, 66.11,102.19, 37.46,     26, 0.98756
SH,  2004,     4,    20,   200,  80.49, 23.51, 39.63,  9.35,     30, 0.99135
SH,  2004,     5,    20,   200,  24.82,  8.02, 22.00,  1.20,     30, 0.23361
SH,  2004,     5,     0,    20,  17.08,  0.26, 19.80,  0.45,      5, 0.59032
SH,  2004,     6,     0,    20,  11.74,  2.94, 13.54,  2.44,     30, 0.93153
SH,  2004,     7,     0,    20,   7.91,  0.17,  7.26,  0.78,     31, 0.77
SH,  2004,     8,     0,    20,   7.71,  0.05,  5.66,  0.29,     31, 0.41684
SH,  2004,     9,     0,    20,   7.65,  0.12,  6.23,  0.53,     30, 0.5955
SH,  2005,    10,     0,    20,   9.06,  0.09,  9.67,  0.50,     31, -0.25237
SH,  2005,    11,     0,    20,  10.43,  1.85,  9.19,  0.50,     30, -0.23544
SH,  2005,    12,    20,   200,  82.59, 87.81, 57.00, 29.80,     13, -0.32487
SH,  2005,    12,     0,    20,  30.37, 33.33, 11.53,  2.45,     17, 0.51547
SH,  2005,     1,   200,   500, 440.25,269.56,304.36, 92.28,     14, 0.69498
SH,  2005,     1,    20,   200, 238.29, 37.30,177.00, 17.15,      8, 0.69733
SH,  2005,     2,   200,   500, 428.18,155.08,415.75, 76.05,      4, 0.15801
SH,  2005,     2,    20,   200, 236.64, 64.18,146.53, 23.28,     15, 0.66114
SH,  2005,     3,   200,   500, 311.22, 81.15,323.00, 91.81,     21, 0.77702
SH,  2005,     3,    20,   200, 200.35,  3.86,187.67,  5.69,      3, 0.93861
SH,  2005,     4,   200,   500, 321.61, 50.94,269.86, 44.20,     14, 0.73471
SH,  2005,     4,    20,   200, 200.39, 48.76,157.50, 19.63,     16, 0.93635
SH,  2005,     5,    20,   200, 122.20, 36.58, 96.65, 21.06,     31, 0.95047
SH,  2005,     6,    20,   200,  36.27, 12.30, 47.53,  8.84,     30, 0.95891
SH,  2005,     7,    20,   200,  11.85,  1.55, 24.45,  3.83,     22, 0.90193
SH,  2005,     7,     0,    20,  10.52,  0.12, 18.60,  1.30,     15, 0.63757
SH,  2005,     8,     0,    20,   9.19,  0.35, 15.55,  3.11,     31, 0.31176
SH,  2005,     9,     0,    20,   9.04,  0.05, 11.06,  1.57,     30, -0.55898
SH,  2006,    10,     0,    20,  10.51,  0.32,  8.27,  0.75,     31, -0.84623
SH,  2006,    11,     0,    20,  15.19,  7.11,  9.22,  1.13,     30, -0.16491
SH,  2006,    12,     0,    20,  21.58,  9.64, 10.72,  2.50,     29, 0.16102
SH,  2006,     1,   200,   500, 634.40,390.37,321.67,116.98,      3, 0.94473
SH,  2006,     1,    20,   200, 170.82, 27.23,117.12, 27.85,     25, 0.022309
SH,  2006,     2,    20,   200, 102.74, 16.87, 54.04,  9.32,     26, 0.69273
SH,  2006,     3,   200,   500, 469.15,237.34,358.07, 49.76,     29, 0.29381
SH,  2006,     4,   200,   500, 377.29, 88.29,352.31, 80.07,     13, 0.76171
SH,  2006,     5,   200,   500, 231.64, 11.76,215.00,  9.54,      3, 0.99727
SH,  2006,     5,    20,   200, 138.64, 38.07,130.79, 32.11,     28, 0.51188
SH,  2006,     6,    20,   200,  46.79, 20.72, 53.80, 14.97,     30, 0.98735
SH,  2006,     7,    20,   200,  13.56,  2.37, 26.47,  3.97,     17, 0.81145
SH,  2006,     7,     0,    20,  10.45,  0.43, 16.81,  1.60,     16, 0.77176
SH,  2006,     8,     0,    20,  10.13,  0.06, 13.81,  1.90,     31, 0.16704
SH,  2006,     9,     0,    20,  10.04,  0.04, 10.47,  1.20,     30, 0.48395
SH,  2007,    10,     0,    20,  10.10,  1.28,  3.70,  0.26,     31, 0.10701
SH,  2007,    11,     0,    20,   9.00,  0.24,  3.60,  0.19,     30, -0.62623
SH,  2007,    12,     0,    20,  18.05,  8.56,  4.33,  0.92,     31, 0.1177
SH,  2007,     1,    20,   200,  14.97,  4.11, 21.50,  2.00,      8, -0.59135
SH,  2007,     1,     0,    20,  18.42,  2.64, 17.50,  2.45,     26, 0.13969
SH,  2007,     2,    20,   200,  56.36, 37.38, 61.65, 40.18,     17, 0.78975
SH,  2007,     2,     0,    20,  17.08,  1.01, 17.10,  0.88,     10, -0.6724
SH,  2007,     3,    20,   200,  77.89, 42.86, 46.58, 28.96,     31, 0.80151
