Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
DJ,  1995,     5,   200,   500, 218.32, 20.27,237.25, 32.30,      4, 0.63668
DJ,  1995,     5,    20,   200, 187.76, 26.91,154.41, 31.18,     27, 0.54827
DJ,  1995,     6,    20,   200,  86.64, 27.81, 74.77, 17.88,     30, 0.44293
DJ,  1995,     7,    20,   200,  23.51,  8.67, 29.00,  7.95,     25, 0.9761
DJ,  1995,     7,     0,    20,  13.58,  3.64, 17.67,  2.24,      9, 0.95955
DJ,  1995,     8,     0,    20,   4.73,  1.20, 10.07,  1.89,     31, 0.94539
DJ,  1995,     9,     0,    20,   3.26,  0.19,  9.01,  0.81,     30, -0.46967
DJ,  1996,    10,     0,    20,   4.16,  6.13,  7.27,  0.41,     31, 0.43297
DJ,  1996,    11,    20,   200, 175.88, 82.82, 30.57,  8.07,     14, 0.50375
DJ,  1996,    11,     0,    20,  15.49,  8.09,  6.93,  0.60,     16, -0.4357
DJ,  1996,    12,   200,   500, 442.74,242.45,289.30, 67.86,     10, 0.15436
DJ,  1996,    12,    20,   200, 231.34,261.20, 73.57, 65.12,     14, 0.95124
DJ,  1996,     1,    20,   200,  86.82, 56.23, 84.42, 61.67,     24, 0.5141
DJ,  1996,     1,     0,    20,  33.50, 10.69, 19.00,  0.82,      7, 0.94054
DJ,  1996,     2,   200,   500, 238.01, 72.50,327.43,101.27,      7, 0.46328
DJ,  1996,     2,    20,   200, 172.51, 42.52,149.14, 17.84,      7, 0.94699
DJ,  1996,     3,   200,   500, 343.18,109.76,324.12, 85.87,     17, 0.82146
DJ,  1996,     3,    20,   200, 189.43, 10.95,186.00, 11.80,      6, 0.84005
DJ,  1996,     4,   200,   500, 196.22, 49.82,236.33, 36.36,      3, -0.41003
DJ,  1996,     4,    20,   200, 164.82, 89.39,128.26, 27.14,     27, 0.7471
DJ,  1996,     5,    20,   200, 114.32,121.99, 78.74, 26.55,     31, 0.58574
DJ,  1996,     6,    20,   200,  30.51,  8.51, 34.69, 11.13,     16, 0.97793
DJ,  1996,     6,     0,    20,  12.06,  4.47, 17.53,  1.19,     15, 0.83957
DJ,  1996,     7,     0,    20,   2.42,  0.75, 13.75,  2.33,     31, 0.56135
DJ,  1996,     8,     0,    20,   1.98,  0.31,  7.65,  0.81,     31, -0.73366
DJ,  1996,     9,     0,    20,   2.42,  0.25,  7.62,  1.02,     30, 0.061399
DJ,  1997,    10,     0,    20,   3.08,  1.93,  3.76,  0.50,     31, -0.24295
DJ,  1997,    11,    20,   200, 270.33,147.19, 48.60, 13.28,      5, -0.56301
DJ,  1997,    11,     0,    20,  45.77, 45.10,  5.50,  2.17,     25, 0.90951
DJ,  1997,    12,    20,   200, 251.76,165.95, 89.03, 44.22,     29, 0.43162
DJ,  1997,     1,   200,   500, 320.55, 25.61,372.42, 73.29,     12, 0.2171
DJ,  1997,     2,   200,   500, 340.98,121.56,292.21, 76.93,     14, 0.94979
DJ,  1997,     2,    20,   200, 207.70,  6.12,163.40, 13.60,     10, 0.95749
DJ,  1997,     3,    20,   200, 110.91, 32.35, 96.77, 23.88,     31, 0.99375
DJ,  1997,     4,    20,   200,  40.70, 15.14, 47.27,  7.67,     30, 0.96599
DJ,  1997,     5,    20,   200,  11.82,  5.04, 27.78,  5.09,     18, 0.95116
DJ,  1997,     5,     0,    20,   2.69,  1.00, 17.00,  1.96,     14, 0.58183
DJ,  1997,     6,     0,    20,   1.54,  0.08, 10.54,  2.67,     30, 0.67116
DJ,  1997,     7,     0,    20,   1.28,  0.06,  5.63,  0.26,     31, 0.75667
DJ,  1997,     8,     0,    20,   1.18,  0.06,  4.91,  0.40,     31, 0.32186
DJ,  1997,     9,     0,    20,   1.18,  0.04,  4.73,  0.13,     30, 0.26837
DJ,  1998,    10,    20,   200,   8.37,  3.89, 21.76,  1.20,     25, 0.36066
DJ,  1998,    10,     0,    20,   6.21,  0.21, 19.10,  0.88,     10, 0.34446
DJ,  1998,    11,    20,   200,  30.44, 44.85, 26.30,  6.05,     30, 0.59887
DJ,  1998,    12,    20,   200,  75.41, 48.20, 50.87, 19.06,     31, 0.87194
DJ,  1998,     1,   200,   500, 342.55,100.62,349.15, 98.94,     13, 0.69281
DJ,  1998,     1,    20,   200, 152.04, 39.27,104.29, 52.85,      7, 0.80013
DJ,  1998,     3,   200,   500, 346.16, 52.53,354.18, 63.79,     17, 0.65827
DJ,  1998,     4,   200,   500, 438.81, 73.17,346.43, 72.37,     14, 0.64545
DJ,  1998,     5,   200,   500, 260.70, 32.98,256.72, 37.53,     25, 0.16053
DJ,  1998,     5,    20,   200, 204.79, 30.16,192.67,  4.13,      6, -0.032671
DJ,  1998,     6,    20,   200, 102.69, 40.05,138.37, 23.67,     30, 0.97737
DJ,  1998,     7,    20,   200,  21.34, 11.96, 67.71, 16.80,     31, 0.98551
DJ,  1998,     8,    20,   200,   4.43,  0.62, 29.80,  7.44,     30, 0.80773
DJ,  1998,     9,    20,   200,   4.31,  0.13, 21.33,  0.82,      6, 0.64604
DJ,  1998,     9,     0,    20,   3.86,  0.19, 17.08,  0.95,     25, 0.26143
DJ,  1999,    10,     0,    20,   2.30,  0.70,  5.77,  0.40,     31, 0.71781
DJ,  1999,    11,     0,    20,  15.65, 12.41,  8.85,  1.16,     30, 0.21115
DJ,  1999,    12,     0,    20,  10.81,  3.11,  9.58,  0.45,     31, 0.72536
DJ,  1999,     1,    20,   200,  43.65, 37.26, 73.10, 54.70,     31, 0.85458
DJ,  1999,     2,   200,   500, 216.84, 75.14,288.80, 80.95,      5, 0.23619
DJ,  1999,     2,    20,   200, 147.49, 43.62,146.52, 25.01,     21, 0.34786
DJ,  1999,     3,   200,   500, 225.33, 59.94,276.43, 50.31,      7, 0.26826
DJ,  1999,     3,    20,   200, 172.88, 37.38,128.67, 28.42,     24, -0.22959
DJ,  1999,     4,   200,   500, 228.06, 63.75,249.73, 48.10,     15, 0.10333
DJ,  1999,     4,    20,   200, 160.10, 48.12,164.40, 24.80,     15, 0.65833
DJ,  1999,     5,    20,   200,  64.72, 23.50, 71.65, 20.28,     31, 0.98485
DJ,  1999,     6,    20,   200,  21.64,  6.89, 34.66,  8.54,     29, 0.92388
DJ,  1999,     7,     0,    20,   5.09,  1.50, 12.22,  2.95,     31, 0.94111
DJ,  1999,     8,     0,    20,   3.21,  0.60,  5.85,  1.23,     31, 0.48638
DJ,  1999,     9,     0,    20,   2.42,  0.23,  6.13,  0.61,     30, 0.84497
DJ,  2000,    10,    20,   200,  81.53, 10.05, 22.00,  1.73,      3, -0.96426
DJ,  2000,    10,     0,    20,  20.54, 19.83, 10.77,  3.17,     29, 0.75927
DJ,  2000,    11,     0,    20,  37.45, 25.22, 16.00,  1.71,     29, 0.83496
DJ,  2000,    12,     0,    20,  10.40,  0.75, 15.16,  0.82,     31, 0.11426
DJ,  2000,     1,   200,   500, 244.88,112.84,393.00,106.78,      3, -0.54321
DJ,  2000,     1,    20,   200, 221.03,148.52, 91.56, 81.71,      9, 0.91227
DJ,  2000,     1,     0,    20,  10.52, 11.24,  9.92,  1.25,     17, 0.84896
DJ,  2000,     2,   200,   500, 473.34,205.42,387.43, 68.15,      7, 0.68768
DJ,  2000,     2,    20,   200, 186.13,124.66,113.90, 15.65,     10, 0.79546
DJ,  2000,     3,   200,   500, 508.36,250.72,340.87, 90.02,     15, 0.60369
DJ,  2000,     3,    20,   200, 218.40, 23.78,162.70, 20.59,     10, 0.96473
DJ,  2000,     4,    20,   200, 192.25,112.92,103.34, 19.31,     29, 0.25246
DJ,  2000,     5,    20,   200,  73.58, 21.15, 59.45, 11.96,     31, 0.90832
DJ,  2000,     6,    20,   200,  27.64,  8.64, 30.44,  6.53,     27, 0.90598
DJ,  2000,     6,     0,    20,  12.32,  1.04, 18.25,  1.71,      4, 0.9777
DJ,  2000,     7,     0,    20,   6.88,  1.82, 14.84,  2.05,     31, 0.81077
DJ,  2000,     8,     0,    20,   4.57,  0.09,  7.51,  1.28,     31, -0.45684
DJ,  2000,     9,     0,    20,   4.74,  0.23,  6.40,  0.44,     30, 0.73339
DJ,  2001,    10,     0,    20,   5.36,  0.76,  4.36,  0.28,     31, 0.59832
DJ,  2001,    11,    20,   200, 299.15,153.00, 21.67,  2.08,      3, 0.92216
DJ,  2001,    11,     0,    20,  57.17, 96.01,  8.49,  4.08,     28, 0.81189
DJ,  2001,    12,   200,   500, 148.53, 52.54,294.00, 70.76,      7, 0.10352
DJ,  2001,    12,    20,   200, 162.75, 77.39, 80.78, 39.48,     23, 0.40787
DJ,  2001,     1,   200,   500, 666.48,477.60,272.33,120.11,      3, 0.4833
DJ,  2001,     1,    20,   200, 188.78,179.40, 83.86, 43.76,     21, 0.31932
DJ,  2001,     1,     0,    20,   8.31,  0.32, 15.63,  1.85,      8, -0.27478
DJ,  2001,     2,   200,   500, 314.23,117.24,293.31, 42.13,     13, 0.30553
DJ,  2001,     2,    20,   200, 204.98, 65.81, 95.87, 41.98,     15, -0.42823
DJ,  2001,     3,   200,   500, 407.19, 58.81,264.40, 74.59,     10, 0.019202
DJ,  2001,     3,    20,   200, 206.22, 44.05,132.67, 26.42,     15, 0.99564
DJ,  2001,     4,    20,   200, 190.63, 58.80, 95.53, 19.60,     30, -0.31423
DJ,  2001,     5,    20,   200,  77.62, 43.05, 46.84, 14.63,     31, 0.93849
DJ,  2001,     6,    20,   200,  21.69,  3.41, 22.23,  1.69,     13, 0.94243
DJ,  2001,     6,     0,    20,  10.34,  3.33, 15.22,  2.05,     18, 0.97082
DJ,  2001,     7,     0,    20,   4.95,  0.32,  8.87,  2.48,     31, 0.20913
DJ,  2001,     8,     0,    20,   4.55,  0.14,  4.32,  0.31,     31, 0.31592
DJ,  2001,     9,     0,    20,   4.83,  0.22,  4.52,  0.25,     30, 0.65023
DJ,  2002,    10,     0,    20,   4.37,  0.40,  3.16,  0.19,     31, 0.47651
DJ,  2002,    11,    20,   200, 134.77,202.79, 45.56, 36.68,     16, 0.90114
DJ,  2002,    11,     0,    20,  16.36, 12.29, 10.80,  7.67,     14, 0.99709
DJ,  2002,    12,   200,   500, 332.65,144.41,326.71, 93.42,      7, -0.21092
DJ,  2002,    12,    20,   200, 172.18,206.39, 87.80, 80.73,      5, 0.98973
DJ,  2002,    12,     0,    20,  20.06,  4.88, 17.08,  1.38,     13, 0.0016762
DJ,  2002,     1,   200,   500, 150.52, 18.32,274.40, 65.23,      5, -0.90704
DJ,  2002,     1,    20,   200, 132.42, 42.22, 85.85, 35.57,     26, 0.8622
DJ,  2002,     2,    20,   200, 106.70, 29.27, 64.75, 15.17,     28, 0.15935
DJ,  2002,     3,    20,   200,  89.24, 11.14, 78.61, 25.25,     31, 0.66061
DJ,  2002,     4,    20,   200,  48.78, 15.16, 56.37, 11.90,     30, 0.97145
DJ,  2002,     5,    20,   200,  28.16,  7.92, 33.10,  6.91,     31, 0.58666
DJ,  2002,     6,    20,   200,  13.59,  0.77, 22.20,  1.30,      5, 0.94966
DJ,  2002,     6,     0,    20,   7.29,  2.01, 15.12,  2.08,     26, 0.92694
DJ,  2002,     7,     0,    20,   4.50,  0.30,  6.50,  1.83,     31, 0.10892
DJ,  2002,     8,     0,    20,   3.79,  0.43,  3.26,  0.40,     31, 0.56818
DJ,  2002,     9,     0,    20,   3.67,  0.21,  2.87,  0.07,     30, -0.18988
DJ,  2003,    10,     0,    20,   5.06,  0.11,  5.20,  1.04,     31, 0.44295
DJ,  2003,    11,     0,    20,  13.38,  2.56,  7.13,  0.63,     30, 0.073416
DJ,  2003,    12,    20,   200,  90.57, 27.12, 26.20,  4.32,      5, 0.33615
DJ,  2003,    12,     0,    20,  49.87, 33.68, 10.98,  2.90,     24, 0.56208
DJ,  2003,     1,   200,   500, 721.05,527.24,301.69, 75.03,     13, 0.31706
DJ,  2003,     1,    20,   200, 234.63, 31.05,136.83, 32.98,     18, 0.94438
DJ,  2003,     2,    20,   200, 147.96, 26.04, 80.68,  9.64,     28, -0.23201
DJ,  2003,     3,    20,   200, 181.18,106.39, 81.66, 29.46,     29, 0.9375
DJ,  2003,     4,    20,   200, 185.06, 86.02,109.96, 39.93,     28, 0.58392
DJ,  2003,     5,    20,   200, 145.53, 55.46,107.90, 34.08,     31, 0.76986
DJ,  2003,     6,    20,   200,  31.58, 14.11, 42.47, 10.22,     30, 0.95896
DJ,  2003,     7,    20,   200,   8.79,  3.07, 21.25,  0.96,      4, 0.91516
DJ,  2003,     7,     0,    20,   5.18,  1.72, 15.29,  2.80,     28, 0.67448
DJ,  2003,     8,     0,    20,   4.69,  0.15,  8.86,  1.07,     31, 0.13877
DJ,  2003,     9,     0,    20,   4.74,  0.23,  6.71,  0.77,     30, -0.47916
DJ,  2004,    10,     0,    20,  56.87,100.63,  5.72,  3.22,     31, 0.48202
DJ,  2004,    11,     0,    20,  32.93, 12.20, 15.00,  1.31,     30, -0.39626
DJ,  2004,    12,    20,   200,  54.98, 35.30, 36.95, 29.01,     22, -0.0059038
DJ,  2004,    12,     0,    20,  16.69,  1.90, 16.17,  0.41,      6, -0.10734
DJ,  2004,     1,   200,   500, 791.76,733.13,308.00, 92.71,      3, -0.44424
DJ,  2004,     1,    20,   200, 210.38, 63.97, 57.18, 30.52,     28, 0.76716
DJ,  2004,     2,   200,   500, 821.70,597.60,324.67, 86.96,      3, -0.72975
DJ,  2004,     2,    20,   200, 379.19,300.17,105.43, 46.08,     21, 0.63804
DJ,  2004,     3,   200,   500, 905.92,292.07,301.50, 73.08,      6, 0.99056
DJ,  2004,     3,    20,   200, 223.86,120.58,106.36, 38.94,     25, 0.9345
DJ,  2004,     4,    20,   200,  89.32, 25.03, 41.50,  9.33,     30, 0.98167
DJ,  2004,     5,    20,   200,  27.50,  9.73, 21.65,  1.41,     26, 0.67695
DJ,  2004,     5,     0,    20,  20.57, 10.11, 19.20,  1.03,     10, 0.48693
DJ,  2004,     6,     0,    20,   7.50,  1.65, 11.06,  2.75,     30, 0.94646
DJ,  2004,     7,     0,    20,   4.63,  0.40,  4.77,  0.99,     31, 0.87771
DJ,  2004,     8,     0,    20,   3.61,  0.48,  2.81,  0.34,     31, 0.83971
DJ,  2004,     9,     0,    20,   2.62,  0.47,  2.48,  0.25,     30, 0.39788
DJ,  2005,    10,     0,    20,   5.64,  0.21,  8.11,  0.67,     31, 0.030274
DJ,  2005,    11,     0,    20,   7.51,  2.89,  8.41,  0.61,     30, -0.1392
DJ,  2005,    12,    20,   200, 167.99,217.25, 61.17, 31.45,     12, -0.4872
DJ,  2005,    12,     0,    20, 118.67,125.70, 11.94,  2.41,     18, 0.15949
DJ,  2005,     1,   200,   500, 451.71,317.90,314.47, 73.58,     15, 0.6191
DJ,  2005,     1,    20,   200, 263.07, 17.49,186.80, 11.80,      5, -0.068988
DJ,  2005,     2,   200,   500, 288.78, 99.43,297.00,128.94,      5, -0.56314
DJ,  2005,     2,    20,   200, 366.19,153.60,154.33, 18.87,     12, 0.84947
DJ,  2005,     3,   200,   500, 351.13, 91.88,327.90, 96.90,     21, 0.68416
DJ,  2005,     4,   200,   500, 373.64, 57.79,297.53, 57.98,     17, 0.65862
DJ,  2005,     4,    20,   200, 228.66, 48.22,164.77, 16.49,     13, 0.80754
DJ,  2005,     5,    20,   200, 137.99, 36.91,101.84, 24.09,     31, 0.89796
DJ,  2005,     6,    20,   200,  42.65, 13.61, 48.50,  9.58,     30, 0.95661
DJ,  2005,     7,    20,   200,  13.27,  3.51, 26.07,  3.53,     15, 0.98062
DJ,  2005,     7,     0,    20,   6.55,  0.67, 16.00,  1.94,     17, 0.78561
DJ,  2005,     8,     0,    20,   5.53,  0.16, 14.10,  2.93,     31, 0.072024
DJ,  2005,     9,     0,    20,   5.54,  0.22,  9.54,  2.12,     30, -0.68496
DJ,  2006,    10,     0,    20,   6.00,  0.42,  6.66,  0.66,     31, -0.61274
DJ,  2006,    11,     0,    20,  13.72, 11.06,  8.74,  0.77,     30, 0.29682
DJ,  2006,    12,     0,    20,  70.30, 65.30, 12.60,  3.42,     30, 0.39779
DJ,  2006,     1,   200,   500, 340.76,110.34,284.20, 90.29,      5, 0.80984
DJ,  2006,     1,    20,   200, 203.94, 38.20,126.50, 26.68,     22, 0.14616
DJ,  2006,     2,    20,   200, 116.59, 22.92, 61.08,  9.66,     26, 0.75398
DJ,  2006,     3,   200,   500, 416.16,138.88,403.92, 40.44,     26, -0.057174
DJ,  2006,     4,   200,   500, 450.30, 65.91,397.75, 73.86,     12, 0.23
DJ,  2006,     5,   200,   500, 250.86, 55.04,230.29, 19.63,      7, 0.90301
DJ,  2006,     5,    20,   200, 149.43, 31.72,136.00, 28.03,     24, 0.1598
DJ,  2006,     6,    20,   200,  56.56, 26.54, 56.93, 16.44,     30, 0.98015
DJ,  2006,     7,    20,   200,  14.25,  4.23, 25.41,  3.48,     17, 0.98266
DJ,  2006,     7,     0,    20,   5.40,  1.18, 14.80,  2.21,     15, 0.87419
DJ,  2006,     8,     0,    20,   5.35,  0.22, 12.11,  1.82,     31, -0.19737
DJ,  2006,     9,     0,    20,   5.31,  0.16,  8.37,  0.61,     30, 0.39885
DJ,  2007,    10,     0,    20,   8.21,  1.50,  1.40,  0.18,     31, -0.24403
DJ,  2007,    11,     0,    20,   6.61,  0.50,  1.55,  0.11,     30, -0.17078
DJ,  2007,    12,     0,    20,  25.55, 15.92,  2.25,  0.48,     31, 0.51052
DJ,  2007,     1,    20,   200,  37.31, 23.64, 21.88,  1.42,     25, 0.69271
DJ,  2007,     1,     0,    20,  42.76, 23.18, 18.60,  1.65,     10, -0.6935
DJ,  2007,     2,    20,   200,  58.37, 28.75, 53.95, 23.79,     19, 0.71877
DJ,  2007,     2,     0,    20,  21.38,  1.10, 18.70,  1.16,     10, -0.8144
DJ,  2007,     3,    20,   200, 101.63, 61.97, 54.48, 33.66,     31, 0.89042
DJ,  2007,     4,    20,   200,  61.52, 26.91, 21.61,  1.58,     18, 0.41983
DJ,  2007,     4,     0,    20,  49.45,  6.83, 18.72,  1.13,     18, -0.095283
DJ,  2007,     5,     0,    20,  22.40,  9.33, 10.64,  3.61,     31, 0.93673
DJ,  2007,     6,     0,    20,   6.11,  1.73,  5.75,  1.82,     30, 0.82197
DJ,  2007,     7,     0,    20,   4.28,  0.14,  2.19,  0.42,     31, 0.42055
DJ,  2007,     8,     0,    20,   4.46,  0.17,  1.58,  0.14,     31, 0.16286
DJ,  2007,     9,     0,    20,   5.34,  1.94,  1.51,  0.22,     30, 0.13352
DJ,  2008,    10,     0,    20,   4.19,  0.33,  2.60,  0.17,     31, -0.13579
DJ,  2008,    11,     0,    20,  20.06, 14.57,  3.94,  0.80,     30, 0.18943
DJ,  2008,    12,     0,    20,  51.42, 43.36,  7.51,  2.11,     31, 0.64535
DJ,  2008,     1,   200,   500, 349.22,413.77,369.33, 55.59,      3, 0.6823
DJ,  2008,     1,    20,   200, 139.67, 71.50, 85.35, 43.35,     17, 0.93558
DJ,  2008,     1,     0,    20,  21.90,  1.69,  3.43,  0.06,      3, -0.067662
DJ,  2008,     2,   200,   500, 482.87,122.00,319.75, 72.58,     12, 0.03547
DJ,  2008,     2,    20,   200, 236.86, 27.18,138.54, 28.53,     13, 0.83714
DJ,  2008,     3,   200,   500, 374.81,  4.05,235.25, 30.92,      4, 0.84825
DJ,  2008,     3,    20,   200, 196.45, 52.78,107.00, 34.88,     27, 0.98129
DJ,  2008,     4,    20,   200,  91.54, 22.47, 44.13, 10.76,     30, 0.96578
DJ,  2008,     5,    20,   200,  35.65, 16.19, 23.43,  3.57,     23, 0.9256
DJ,  2008,     5,     0,    20,  21.09,  7.35, 18.88,  1.50,     16, -0.56993
DJ,  2008,     6,     0,    20,   6.85,  2.44, 13.06,  3.08,     30, 0.97288
DJ,  2008,     7,     0,    20,   4.62,  0.33,  6.22,  1.39,     31, 0.13277
DJ,  2008,     8,     0,    20,   4.62,  0.28,  3.38,  0.33,     31, 0.30853
DJ,  2008,     9,     0,    20,   3.79,  0.40,  3.00,  0.14,     30, 0.19876
DJ,  2009,    10,    20,   200,  48.97, 33.68, 58.65, 33.34,     17, 0.9898
DJ,  2009,    10,     0,    20,   3.05,  0.25,  6.82,  3.98,     13, 0.38141
DJ,  2009,    11,    20,   200,  10.95,  3.15, 25.63,  3.33,     30, 0.70942
DJ,  2009,    12,    20,   200,  50.76, 46.58, 50.54, 27.68,     28, 0.91503
DJ,  2009,    12,     0,    20,  10.33,  0.43, 19.80,  0.45,      5, 0.6844
DJ,  2009,     1,    20,   200,  92.13, 12.82, 30.67,  2.88,      6, 0.77642
DJ,  2009,     1,     0,    20,  36.24, 36.85,  9.75,  1.31,     25, 0.79753
DJ,  2009,     2,   200,   500, 371.99,332.71,314.44, 88.83,      9, 0.44065
DJ,  2009,     2,    20,   200,  96.60, 40.84, 56.47, 43.77,     15, 0.85121
DJ,  2009,     3,   200,   500, 246.58, 25.58,310.25, 92.55,      8, 0.80507
DJ,  2009,     3,    20,   200, 184.90, 44.30,145.00, 31.10,     17, 0.36007
DJ,  2009,     4,    20,   200, 104.59, 24.95, 69.50, 16.72,     30, 0.89537
DJ,  2009,     5,    20,   200,  50.34, 26.84, 38.03, 10.49,     31, 0.87562
DJ,  2009,     6,    20,   200,  12.42,  3.70, 24.26,  2.35,     19, 0.90656
DJ,  2009,     6,     0,    20,   6.17,  1.05, 16.69,  2.21,     13, 0.95756
DJ,  2009,     7,     0,    20,   4.60,  0.38, 11.60,  1.10,     31, 0.38458
DJ,  2009,     8,     0,    20,   4.19,  0.40,  6.28,  1.09,     31, 0.46811
DJ,  2009,     9,     0,    20,   3.02,  0.43,  5.43,  0.39,     30, 0.12828
DJ,  2010,    10,     0,    20,   5.57,  1.71, 13.68,  1.19,     31, 0.292
DJ,  2010,    11,    20,   200,  67.19, 77.70, 20.71,  0.95,      7, -0.51798
DJ,  2010,    11,     0,    20,  27.01, 45.55, 14.96,  2.86,     27, 0.67043
DJ,  2010,    12,   200,   500, 178.69, 40.78,302.25, 84.25,      8, -0.31557
DJ,  2010,    12,    20,   200,  60.78, 56.23, 55.25, 53.77,     20, 0.87567
DJ,  2010,    12,     0,    20,  44.69, 19.67, 18.33,  0.58,      3, -0.64736
DJ,  2010,     1,   200,   500, 342.68,150.10,369.00, 68.93,      5, 0.84226
DJ,  2010,     1,    20,   200,  45.50, 26.63, 51.76,  7.80,     17, 0.87052
DJ,  2010,     2,   200,   500, 294.34, 73.01,337.14, 80.41,     21, 0.26175
DJ,  2010,     2,    20,   200, 190.23,  0.89,190.20,  8.81,      5, 0.63614
DJ,  2010,     3,   200,   500, 284.98, 51.61,313.69, 84.98,     16, 0.8959
DJ,  2010,     3,    20,   200, 192.62, 30.82,162.50, 18.42,      8, 0.86397
DJ,  2010,     4,   200,   500, 343.38,206.25,305.38, 63.29,     21, 0.48895
DJ,  2010,     4,    20,   200, 172.29, 18.37,157.14, 23.34,      7, 0.97321
DJ,  2010,     5,    20,   200, 116.24, 36.52,134.93, 29.78,     29, 0.9268
DJ,  2010,     6,    20,   200,  37.98, 16.64, 64.53, 13.46,     30, 0.9739
DJ,  2010,     7,    20,   200,   8.11,  3.66, 30.19,  6.08,     31, 0.92019
DJ,  2010,     8,     0,    20,   4.56,  0.47, 14.48,  2.66,     31, 0.7992
DJ,  2010,     9,     0,    20,   4.21,  0.34, 10.93,  0.70,     30, -0.32515
DJ,  2011,    10,    20,   200,  32.47, 18.90, 22.67,  2.08,      3, 0.63719
DJ,  2011,    10,     0,    20,  17.81, 15.89, 16.89,  1.10,     28, 0.60668
DJ,  2011,    11,    20,   200,  33.96, 32.19, 21.65,  2.13,     20, 0.3309
DJ,  2011,    11,     0,    20,  18.50,  9.12, 19.06,  0.90,     17, 0.33098
DJ,  2011,    12,    20,   200,   9.74,  1.88, 21.21,  1.07,     28, -0.1613
DJ,  2011,    12,     0,    20,  11.15,  3.69, 19.75,  0.45,     12, -0.39676
DJ,  2011,     1,   200,   500, 241.49, 84.52,283.20, 83.27,      5, 0.70462
DJ,  2011,     1,    20,   200,  91.10, 22.07, 95.26, 33.86,     23, 0.92132
DJ,  2011,     2,   200,   500, 726.74,288.98,368.00, 60.35,      4, -0.19775
DJ,  2011,     2,    20,   200,  83.90, 22.30, 67.31, 28.66,     16, -0.24669
DJ,  2011,     3,   200,   500, 258.69,170.91,298.33, 77.20,     15, 0.74573
DJ,  2011,     3,    20,   200, 154.12, 20.12,181.50,  8.58,      4, 0.95188
DJ,  2011,     4,   200,   500, 233.89, 36.58,312.43, 91.01,     14, 0.6771
DJ,  2011,     4,    20,   200, 141.03, 15.22,172.15, 18.58,     13, 0.94172
DJ,  2011,     5,    20,   200,  82.31, 19.46,104.55, 15.26,     31, 0.7201
DJ,  2011,     6,   200,   500,  49.20,  2.37,256.00, 73.14,      3, -0.25402
DJ,  2011,     6,    20,   200,  62.59, 57.51, 86.37, 31.86,     27, 0.85774
DJ,  2011,     7,    20,   200,  10.61,  4.98, 38.45,  6.56,     31, 0.95871
DJ,  2011,     8,    20,   200,   5.13,  0.10, 23.89,  2.09,      9, 0.75687
DJ,  2011,     8,     0,    20,   4.67,  0.27, 13.64,  2.42,     22, 0.72508
DJ,  2011,     9,     0,    20,   4.19,  0.22, 13.21,  2.34,     30, -0.047414
DJ,  2012,     1,    20,   200,  54.63,113.88, 35.71, 21.37,     28, 0.52566
DJ,  2012,     1,     0,    20,   6.53,  0.25, 19.71,  0.49,      7, 0.44673
NC,  1992,    10,     0,    20,   0.02,  0.08,  0.00,  0.00,     31, 
NC,  1992,    11,     0,    20,   0.25,  0.51,  0.00,  0.00,     30, 
NC,  1992,    12,     0,    20,  89.29, 77.45,  0.00,  0.00,     31, 
NC,  1992,     1,     0,    20, 162.50, 72.91,  0.00,  0.00,     31, 
NC,  1992,     2,   200,   500, 863.26,542.10,335.25, 89.33,      8, 0.83542
NC,  1992,     2,    20,   200, 470.69, 62.22,166.00, 18.57,      4, 0.87272
NC,  1992,     2,     0,    20,  52.19,  3.64,  0.00,  0.00,     10, 
NC,  1992,     3,   200,   500, 277.56, 14.56,269.20, 53.74,      5, 0.80617
NC,  1992,     3,    20,   200, 303.99, 66.29,134.54, 20.66,     26, 0.28199
NC,  1992,     4,    20,   200, 140.75, 51.36, 57.44, 22.76,     25, 0.96574
NC,  1992,     4,     0,    20,  60.81,  7.45, 16.00,  2.12,      5, 0.8797
NC,  1992,     5,     0,    20,  25.55, 12.19,  8.06,  6.00,     31, 0.96919
NC,  1992,     6,     0,    20,   2.09,  2.19,  0.21,  0.40,     30, 0.78489
NC,  1992,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1992,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1992,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
NC,  1993,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
NC,  1993,    11,     0,    20,  15.62, 23.83,  0.00,  0.00,     30, 
NC,  1993,    12,     0,    20,  44.98, 23.66,  0.00,  0.00,     31, 
NC,  1993,     1,   200,   500, 529.06, 42.00,432.83, 37.96,      6, 0.40157
NC,  1993,     1,    20,   200, 356.71, 38.39, 68.60, 41.98,      5, -0.85835
NC,  1993,     2,   200,   500, 365.06, 75.13,354.33, 57.30,     15, -0.17449
NC,  1993,     3,   200,   500, 362.69,130.65,291.32, 76.97,     22, 0.63345
NC,  1993,     3,    20,   200, 251.07,  1.88,189.25,  4.79,      4, 0.94019
NC,  1993,     4,    20,   200, 187.55, 77.79,122.93, 30.38,     28, 0.84173
NC,  1993,     5,    20,   200,  64.88, 26.95, 46.87, 17.04,     31, 0.97571
