Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
H1,  1995,     7,     0,    20,   7.60,  2.01, 15.62,  3.45,     13, 0.54526
H1,  1995,     8,     0,    20,   0.33,  0.50,  3.06,  3.48,     31, 0.82449
H1,  1995,     9,     0,    20,   0.06,  0.01,  0.03,  0.05,     30, 0.86938
H1,  1996,    10,     0,    20,   0.54,  2.13,  0.00,  0.00,     31, -0.037855
H1,  1996,    11,     0,    20, 112.12,126.41,  0.58,  2.00,     30, 0.1252
H1,  1996,    12,   200,   500, 729.42,223.25,311.27, 83.14,     11, -0.51678
H1,  1996,    12,    20,   200, 443.94,388.79, 85.13, 67.60,      8, 0.99711
H1,  1996,    12,     0,    20, 107.26,  9.10, 14.40,  2.07,      5, -0.23173
H1,  1996,     1,   200,   500, 114.60,  9.52,231.00, 33.78,      3, -0.84722
H1,  1996,     1,    20,   200,  84.08, 69.22, 71.75, 62.18,     28, 0.62003
H1,  1996,     2,   200,   500, 200.86, 72.72,328.89, 96.50,      9, -0.56783
H1,  1996,     2,    20,   200, 209.07, 33.74,159.43, 23.68,      7, 0.43792
H1,  1996,     3,   200,   500, 368.55,118.49,319.41, 89.14,     17, 0.73978
H1,  1996,     3,    20,   200, 199.47,  6.69,186.67,  9.61,      3, 0.99529
H1,  1996,     4,   200,   500, 181.85,  3.38,245.25, 51.23,      4, -0.26961
H1,  1996,     4,    20,   200, 174.06, 86.72,128.77, 28.41,     26, 0.62112
H1,  1996,     5,    20,   200, 147.63,157.13, 68.77, 26.39,     31, 0.60613
H1,  1996,     6,    20,   200,  35.19,  9.50, 40.36, 10.86,     11, 0.97845
H1,  1996,     6,     0,    20,  12.62,  6.41, 12.24,  3.43,     19, 0.9144
H1,  1996,     7,     0,    20,   0.22,  0.43,  2.86,  2.14,     31, 0.50385
H1,  1996,     8,     0,    20,   0.04,  0.01,  0.02,  0.03,     31, 0.71404
H1,  1996,     9,     0,    20,   0.03,  0.01,  0.00,  0.00,     30, 
H1,  1997,    10,     0,    20,   0.04,  0.08,  0.00,  0.00,     31, -0.06838
H1,  1997,    11,     0,    20,  84.36,128.48,  0.35,  1.24,     30, 0.1222
H1,  1997,    12,    20,   200, 277.80,130.60, 77.81, 41.71,     27, 0.40801
H1,  1997,    12,     0,    20, 368.20, 45.91,  0.02,  0.04,      4, -0.37721
H1,  1997,     1,   200,   500, 474.91,244.78,371.40, 58.16,     10, 0.44162
H1,  1997,     2,   200,   500, 413.94,187.24,308.35, 85.73,     17, 0.98351
H1,  1997,     2,    20,   200, 214.49,  6.78,178.67, 10.07,      6, 0.96008
H1,  1997,     3,    20,   200, 121.60, 40.10,101.48, 27.81,     31, 0.99414
H1,  1997,     4,    20,   200,  42.68, 16.39, 48.93,  8.61,     30, 0.88168
H1,  1997,     5,    20,   200,  12.99,  3.19, 26.50,  5.23,     12, 0.9384
H1,  1997,     5,     0,    20,   1.39,  2.22,  8.24,  3.63,     19, 0.95136
H1,  1997,     6,     0,    20,   0.07,  0.02,  1.07,  1.05,     30, 0.74559
H1,  1997,     7,     0,    20,   0.03,  0.01,  0.02,  0.04,     31, 0.76835
H1,  1997,     8,     0,    20,   0.02,  0.05,  0.00,  0.00,     31, 
H1,  1997,     9,     0,    20,   0.01,  0.00,  0.00,  0.00,     30, 
H1,  1998,    10,     0,    20,   1.58,  3.10, 10.77,  2.81,     31, 0.81004
H1,  1998,    11,    20,   200,  43.79, 71.06, 24.29,  4.87,     14, 0.6967
H1,  1998,    11,     0,    20,  13.76,  6.68, 17.94,  1.34,     17, 0.69611
H1,  1998,    12,    20,   200,  91.38, 55.47, 51.61, 14.41,     31, 0.90797
H1,  1998,     1,   200,   500, 689.58,562.27,365.40, 89.35,     10, 0.2718
H1,  1998,     1,    20,   200, 138.70, 19.54, 93.75, 53.15,      8, -0.040079
H1,  1998,     3,   200,   500, 394.25, 49.54,383.00, 66.12,     17, 0.51716
H1,  1998,     4,   200,   500, 513.59, 26.99,368.00, 62.91,     13, -0.45542
H1,  1998,     5,   200,   500, 298.12, 48.72,268.55, 49.02,     31, 0.5961
H1,  1998,     6,    20,   200, 114.86, 46.97,150.37, 30.80,     30, 0.98743
H1,  1998,     7,    20,   200,  18.46, 14.29, 70.45, 21.13,     31, 0.98509
H1,  1998,     8,    20,   200,   0.22,  0.17, 28.00,  8.14,     22, 0.78593
H1,  1998,     8,     0,    20,   0.14,  0.01, 17.83,  1.90,     12, 0.89247
H1,  1998,     9,     0,    20,   0.11,  0.01,  6.78,  2.17,     30, 0.72669
H1,  1999,    10,     0,    20,   0.03,  0.01,  0.00,  0.00,     31, 
H1,  1999,    11,     0,    20,   9.84, 10.94,  0.13,  0.49,     30, -0.17715
H1,  1999,    12,     0,    20,   4.04,  2.84,  0.00,  0.00,     31, 
H1,  1999,     1,    20,   200,  42.08, 39.09, 64.83, 49.77,     29, 0.93512
H1,  1999,     1,     0,    20,   7.70,  0.52, 19.50,  0.58,      4, -0.056778
H1,  1999,     2,   200,   500, 209.10, 84.61,312.00, 96.96,      4, -0.91807
H1,  1999,     2,    20,   200, 121.44, 29.17,153.05, 26.20,     22, 0.12109
H1,  1999,     3,   200,   500, 199.32, 47.45,280.00, 64.12,      7, -0.45319
H1,  1999,     3,    20,   200, 151.96, 32.84,123.79, 19.74,     24, 0.0032914
H1,  1999,     4,   200,   500, 208.39, 64.40,267.00, 73.12,     15, -0.50473
H1,  1999,     4,    20,   200, 200.12, 67.14,161.69, 23.37,     16, 0.68372
H1,  1999,     5,    20,   200,  67.28, 26.81, 77.16, 22.22,     31, 0.98718
H1,  1999,     6,    20,   200,  19.41,  5.75, 33.80, 10.83,     25, 0.87618
H1,  1999,     6,     0,    20,   6.63,  1.57, 15.33,  3.78,      6, 0.9931
H1,  1999,     7,     0,    20,   0.72,  1.05,  3.05,  3.00,     31, 0.941
H1,  1999,     8,     0,    20,   0.05,  0.01,  0.12,  0.17,     31, 0.66192
H1,  1999,     9,     0,    20,   0.04,  0.02,  0.00,  0.01,     30, -0.12204
H1,  2000,    10,     0,    20,  13.47, 12.60,  0.05,  0.14,     31, 0.061653
H1,  2000,    11,     0,    20,  45.65, 26.85,  0.00,  0.01,     30, -0.071534
H1,  2000,    12,     0,    20,   4.11,  1.17,  5.41,  2.46,     31, -0.81687
H1,  2000,     1,    20,   200, 241.73, 89.19,168.40, 25.56,      5, -0.024458
H1,  2000,     1,     0,    20,  18.00, 32.93,  0.44,  1.23,     22, 0.00371
H1,  2000,     2,   200,   500, 250.77,161.47,378.60, 89.47,      5, 0.62021
H1,  2000,     2,    20,   200, 280.93, 90.49,124.90, 19.42,     10, 0.49598
H1,  2000,     3,   200,   500, 516.21,223.86,336.87, 96.34,     15, 0.62014
H1,  2000,     3,    20,   200, 246.40, 24.89,167.14, 17.37,      7, 0.97608
H1,  2000,     4,    20,   200, 196.44,101.30,105.59, 22.76,     29, -0.092292
H1,  2000,     5,    20,   200,  77.12, 26.92, 55.61, 12.38,     31, 0.91594
H1,  2000,     6,    20,   200,  29.31,  5.20, 31.31,  5.94,     16, 0.60511
H1,  2000,     6,     0,    20,  14.34,  6.99, 12.71,  4.73,     16, 0.80172
H1,  2000,     7,     0,    20,   1.19,  1.45,  2.92,  2.11,     31, 0.85216
H1,  2000,     8,     0,    20,   0.05,  0.00,  0.00,  0.00,     31, 0.48604
H1,  2000,     9,     0,    20,   0.05,  0.04,  0.01,  0.06,     30, -0.014935
H1,  2001,    10,     0,    20,   0.04,  0.15,  0.00,  0.00,     31, 
H1,  2001,    11,     0,    20,  88.48,155.86,  0.03,  0.07,     30, 0.024308
H1,  2001,    12,   200,   500, 204.08, 65.59,298.67, 25.89,      3, -0.29638
H1,  2001,    12,    20,   200, 153.30, 60.36, 71.35, 54.73,     26, 0.014936
H1,  2001,     1,    20,   200, 325.91,281.91, 93.25, 40.24,     20, -0.044406
H1,  2001,     1,     0,    20,   9.49, 23.43,  5.41,  2.40,      9, 0.32961
H1,  2001,     2,   200,   500, 296.37,118.62,281.38, 42.54,     13, 0.53191
H1,  2001,     2,    20,   200, 153.25, 41.06, 97.40, 41.00,     15, 0.061589
H1,  2001,     3,   200,   500, 932.42,499.48,285.42, 84.66,     12, 0.92143
H1,  2001,     3,    20,   200, 245.88, 71.65,129.29, 31.87,     14, 0.99564
H1,  2001,     4,    20,   200, 169.83, 39.61, 88.57, 14.72,     30, 0.2354
H1,  2001,     5,    20,   200,  94.62, 78.34, 38.32, 14.91,     31, 0.89509
H1,  2001,     6,     0,    20,   9.13,  6.98,  5.91,  6.40,     30, 0.96959
H1,  2001,     7,     0,    20,   0.06,  0.03,  0.00,  0.01,     31, 0.20632
H1,  2001,     8,     0,    20,   0.02,  0.01,  0.00,  0.00,     31, 
H1,  2001,     9,     0,    20,   0.02,  0.03,  0.00,  0.00,     30, 
H1,  2002,    10,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2002,    11,     0,    20, 109.48,212.11,  0.00,  0.01,     30, -0.11895
H1,  2002,    12,   200,   500, 791.35,360.80,361.33,107.92,      9, -0.20747
H1,  2002,    12,    20,   200, 347.89,298.44,158.67, 33.61,      3, 0.99977
H1,  2002,    12,     0,    20,  14.52,  4.57,  0.01,  0.02,     14, 0.35284
H1,  2002,     1,   200,   500, 143.74, 14.65,256.17, 58.15,      6, -0.4277
H1,  2002,     1,    20,   200, 136.54, 35.19, 86.20, 36.85,     25, 0.5523
H1,  2002,     2,    20,   200, 104.63, 33.91, 62.64, 17.38,     28, -0.028949
H1,  2002,     3,    20,   200,  83.70, 13.13, 73.03, 28.77,     31, 0.021317
H1,  2002,     4,    20,   200,  45.84, 18.36, 46.53, 12.45,     30, 0.94267
H1,  2002,     5,    20,   200,  23.63,  4.72, 25.58,  4.34,     12, 0.63297
H1,  2002,     5,     0,    20,  19.40,  7.42, 15.63,  3.12,     20, 0.67782
H1,  2002,     6,     0,    20,   1.86,  2.50,  2.02,  3.01,     30, 0.98362
H1,  2002,     7,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2002,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2002,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
H1,  2003,    10,     0,    20,   0.01,  0.00,  0.01,  0.07,     31, 0.1021
H1,  2003,    11,     0,    20,   3.83,  2.12,  0.03,  0.10,     30, 0.014784
H1,  2003,    12,     0,    20,  46.30, 35.18,  0.47,  2.05,     29, 0.0092186
H1,  2003,     1,   200,   500, 651.80,462.31,304.23, 73.13,     13, -0.35835
H1,  2003,     1,    20,   200, 419.08,328.93,142.22, 34.72,     18, 0.65788
H1,  2003,     2,    20,   200, 144.50, 29.53, 77.64,  8.32,     28, -0.090676
H1,  2003,     3,    20,   200, 233.01,149.98, 80.33, 31.04,     30, 0.78345
H1,  2003,     4,    20,   200, 174.33, 79.64,105.25, 43.22,     28, 0.59693
H1,  2003,     5,    20,   200, 143.03, 44.61,102.23, 38.85,     31, 0.7296
H1,  2003,     6,    20,   200,  31.00, 13.91, 32.52,  9.35,     25, 0.95985
H1,  2003,     6,     0,    20,   6.18,  2.78, 12.50,  4.63,      5, 0.99632
H1,  2003,     7,     0,    20,   0.50,  0.89,  1.66,  2.09,     31, 0.93694
H1,  2003,     8,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2003,     9,     0,    20,   0.01,  0.00,  0.00,  0.00,     30, 
H1,  2004,    10,     0,    20,  58.00,114.60,  0.05,  0.15,     31, -0.093376
H1,  2004,    11,     0,    20,  32.08, 16.04,  0.00,  0.00,     30, 
H1,  2004,    12,     0,    20,  46.64, 33.57,  0.33,  1.38,     28, -0.15347
H1,  2004,     1,    20,   200, 362.74,358.23, 48.24, 34.12,     29, 0.72943
H1,  2004,     2,   200,   500, 885.78,517.67,302.80,115.89,      5, -0.282
H1,  2004,     2,    20,   200, 336.99,347.21, 88.40, 45.32,     20, 0.749
H1,  2004,     3,   200,   500, 1206.27,265.09,298.43, 72.72,      7, -0.81015
H1,  2004,     3,    20,   200, 288.97,243.89,104.50, 41.39,     24, 0.87559
H1,  2004,     4,    20,   200,  94.20, 22.99, 34.84, 10.71,     25, 0.88956
H1,  2004,     4,     0,    20,  59.42,  8.52, 16.00,  2.61,      6, 0.99556
H1,  2004,     5,     0,    20,  20.45, 11.50,  7.12,  2.61,     31, 0.96808
H1,  2004,     6,     0,    20,   1.32,  1.23,  0.16,  0.40,     30, 0.77555
H1,  2004,     7,     0,    20,   0.04,  0.02,  0.00,  0.00,     31, 
H1,  2004,     8,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2004,     9,     0,    20,   0.01,  0.01,  0.00,  0.00,     30, 
H1,  2005,    10,     0,    20,   0.04,  0.01,  0.00,  0.00,     31, 
H1,  2005,    11,     0,    20,   0.80,  2.22,  0.00,  0.00,     30, 
H1,  2005,    12,    20,   200,  56.70,  1.28, 60.20, 13.10,      5, -0.16792
H1,  2005,    12,     0,    20, 244.93,226.66,  0.81,  3.60,     25, 0.13065
H1,  2005,     1,   200,   500, 801.90,577.54,301.75, 79.04,     16, 0.85883
H1,  2005,     1,    20,   200, 368.77, 53.40,189.00,  7.00,      3, 0.59992
H1,  2005,     2,   200,   500, 242.06, 36.69,338.80,122.59,      5, -0.93426
H1,  2005,     2,    20,   200, 343.11,117.80,172.23, 14.13,     13, -0.35916
H1,  2005,     3,   200,   500, 374.87, 87.97,335.63, 83.74,     19, 0.45739
H1,  2005,     4,   200,   500, 404.60, 52.57,300.15, 66.68,     20, 0.5184
H1,  2005,     4,    20,   200, 255.65, 46.75,169.36, 17.94,     11, 0.86968
H1,  2005,     5,    20,   200, 143.89, 33.98,101.68, 25.82,     31, 0.92698
H1,  2005,     6,    20,   200,  39.97, 15.13, 40.90, 11.52,     30, 0.96361
H1,  2005,     7,    20,   200,  12.45,  1.79, 22.25,  1.71,      4, 0.96881
H1,  2005,     7,     0,    20,   2.89,  3.37,  8.67,  5.93,     28, 0.96983
H1,  2005,     8,     0,    20,   0.08,  0.03,  0.52,  0.39,     31, 0.77832
H1,  2005,     9,     0,    20,   0.05,  0.00,  0.00,  0.00,     30, 
H1,  2006,    10,     0,    20,   0.45,  0.26,  0.00,  0.00,     31, 
H1,  2006,    11,     0,    20,  10.17, 12.76,  0.00,  0.01,     30, -0.17777
H1,  2006,    12,     0,    20, 115.58,116.16,  0.04,  0.12,     31, -0.28537
H1,  2006,     1,   200,   500, 488.08, 26.77,282.33, 62.42,      3, -0.9956
H1,  2006,     1,    20,   200, 257.68,129.38,132.04, 29.58,     24, 0.61936
H1,  2006,     2,    20,   200, 128.54, 49.81, 59.07, 15.79,     27, 0.60301
H1,  2006,     3,   200,   500, 418.73, 95.67,423.36, 29.99,     25, 0.089374
H1,  2006,     4,   200,   500, 461.61, 68.00,382.73, 64.52,     11, -0.46494
H1,  2006,     5,   200,   500, 363.30, 99.99,236.86, 20.78,      7, 0.98224
H1,  2006,     5,    20,   200, 154.48, 39.45,131.83, 33.50,     24, 0.63677
H1,  2006,     6,    20,   200,  64.29, 42.80, 52.77, 18.21,     30, 0.90069
H1,  2006,     7,    20,   200,  14.51,  1.64, 21.17,  1.17,      6, 0.89714
H1,  2006,     7,     0,    20,   4.19,  4.57,  8.50,  6.75,     27, 0.97433
H1,  2006,     8,     0,    20,   0.11,  0.02,  0.42,  0.40,     31, -0.1773
H1,  2006,     9,     0,    20,   0.10,  0.04,  0.00,  0.01,     30, 0.56624
H1,  2007,    10,     0,    20,   0.81,  0.74,  0.00,  0.00,     31, 
H1,  2007,    11,     0,    20,   0.20,  0.25,  0.00,  0.00,     30, 
H1,  2007,    12,     0,    20,  19.54, 14.41,  0.00,  0.02,     31, 0.089685
H1,  2007,     1,     0,    20,  39.53, 22.63,  3.50,  3.26,     31, -0.8162
H1,  2007,     2,    20,   200,  58.81, 19.84, 54.13, 36.80,     16, 0.11494
H1,  2007,     2,     0,    20,  15.39,  1.03,  7.69,  3.27,     11, 0.29327
H1,  2007,     3,    20,   200, 118.87, 82.27, 50.20, 36.19,     30, 0.91207
H1,  2007,     3,     0,    20,  78.39, 30.04, 19.50,  1.00,      4, -0.47488
H1,  2007,     4,     0,    20,  53.06, 23.29, 12.63,  2.40,     30, 0.08468
H1,  2007,     5,     0,    20,  17.19, 11.53,  2.73,  3.17,     31, 0.94338
H1,  2007,     6,     0,    20,   0.80,  1.08,  0.02,  0.04,     30, 0.93667
H1,  2007,     7,     0,    20,   0.01,  0.01,  0.00,  0.00,     31, 
H1,  2007,     8,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2007,     9,     0,    20,   0.08,  0.17,  0.00,  0.00,     30, 
H1,  2008,    10,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2008,    11,     0,    20,   9.45, 11.52,  0.00,  0.00,     30, 
H1,  2008,    12,     0,    20,  43.45, 46.82,  0.00,  0.00,     31, 
H1,  2008,     1,   200,   500, 1392.41,1133.40,357.00,102.14,      3, 0.95306
H1,  2008,     1,    20,   200, 443.42,438.21, 61.75, 47.01,      8, 0.82293
H1,  2008,     1,     0,    20,  78.56, 48.16,  7.54,  5.45,     14, 0.88109
H1,  2008,     2,   200,   500, 949.55,655.27,336.21, 76.90,     14, 0.36247
H1,  2008,     2,    20,   200, 263.84,113.15,139.75, 24.40,     12, 0.711
H1,  2008,     3,   200,   500, 1089.85,454.11,242.75, 28.57,      4, 0.82641
H1,  2008,     3,    20,   200, 230.93, 78.12,101.74, 39.14,     27, 0.97266
H1,  2008,     4,    20,   200,  93.70, 21.20, 36.33, 12.49,     27, 0.937
H1,  2008,     4,     0,    20,  64.26,  2.34, 18.50,  1.29,      4, 0.98323
H1,  2008,     5,     0,    20,  29.98, 18.52,  8.57,  5.14,     31, 0.93566
H1,  2008,     6,     0,    20,   0.97,  1.51,  1.18,  1.57,     30, 0.97149
H1,  2008,     7,     0,    20,   0.02,  0.01,  0.00,  0.00,     31, 
H1,  2008,     8,     0,    20,   0.01,  0.00,  0.00,  0.00,     31, 
H1,  2008,     9,     0,    20,   0.01,  0.00,  0.00,  0.00,     30, 
H1,  2009,    10,    20,   200, 219.94,461.87, 60.33, 54.62,      9, 0.92495
H1,  2009,    10,     0,    20,  11.52, 14.71,  6.35,  7.87,     22, 0.9968
H1,  2009,    11,     0,    20,   2.63,  4.13, 11.47,  0.82,     30, -0.254
H1,  2009,    12,    20,   200,  80.72, 93.03, 73.50, 42.85,     20, 0.75465
H1,  2009,    12,     0,    20,  10.73, 14.05, 13.55,  2.98,     11, 0.85207
H1,  2009,     1,     0,    20,  43.41, 40.63,  0.00,  0.00,     31, 
H1,  2009,     2,   200,   500, 392.54,372.23,319.80, 82.57,     10, 0.34399
H1,  2009,     2,     0,    20,  90.79, 27.61,  0.39,  1.50,     15, 0.67139
H1,  2009,     3,   200,   500, 219.90, 44.75,306.27, 90.10,     11, 0.51087
H1,  2009,     3,    20,   200, 180.90, 43.39,141.31, 31.63,     16, 0.38223
H1,  2009,     4,    20,   200, 100.41, 29.25, 63.13, 17.47,     30, 0.90414
H1,  2009,     5,    20,   200,  50.50, 28.45, 32.08, 10.96,     26, 0.8696
H1,  2009,     5,     0,    20,  14.94,  0.72, 17.17,  2.14,      6, 0.93951
H1,  2009,     6,     0,    20,   2.68,  3.41, 10.37,  4.70,     30, 0.74305
H1,  2009,     7,     0,    20,   0.01,  0.00,  0.41,  0.43,     31, 0.81387
H1,  2009,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2009,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
H1,  2010,    10,     0,    20,   0.08,  0.15,  1.47,  2.15,     31, 0.62462
H1,  2010,    11,     0,    20,  19.86, 44.26,  8.30,  3.59,     30, 0.6105
H1,  2010,    12,   200,   500, 144.08, 58.07,282.25, 50.53,      8, -0.37846
H1,  2010,    12,    20,   200, 171.52, 79.49,150.20, 65.07,      5, 0.98891
H1,  2010,    12,     0,    20,  25.03, 11.22, 16.44,  2.55,     18, -0.58122
H1,  2010,     1,   200,   500, 447.95,  7.76,396.00, 59.30,      4, 0.55974
H1,  2010,     1,    20,   200,  40.05, 30.72, 44.78, 17.46,     18, 0.58529
H1,  2010,     2,   200,   500, 260.17, 71.27,305.88, 76.19,     26, 0.177
H1,  2010,     3,   200,   500, 300.87,112.53,318.29, 88.89,     17, 0.8291
H1,  2010,     3,    20,   200, 189.19, 32.28,181.38, 11.65,      8, 0.77818
H1,  2010,     4,   200,   500, 296.72,157.20,307.96, 66.69,     23, 0.47125
H1,  2010,     4,    20,   200, 155.70, 15.71,169.00, 14.88,      5, 0.9797
H1,  2010,     5,   200,   500, 209.05,  0.55,214.75, 11.53,      4, 0.95925
H1,  2010,     5,    20,   200, 103.70, 27.99,133.56, 30.61,     27, 0.95843
H1,  2010,     6,    20,   200,  30.55, 16.77, 57.63, 13.82,     30, 0.98777
H1,  2010,     7,    20,   200,   4.01,  2.99, 26.44,  4.35,     16, 0.9895
H1,  2010,     7,     0,    20,   0.07,  0.01, 14.17,  3.33,     16, 0.91641
H1,  2010,     8,     0,    20,   0.03,  0.01,  4.21,  2.81,     31, 0.96465
H1,  2010,     9,     0,    20,   0.01,  0.00,  0.13,  0.09,     30, 0.5491
H1,  2011,    10,     0,    20,  13.81, 16.34,  9.86,  2.63,     31, 0.72229
H1,  2011,    11,     0,    20,  25.21, 30.04, 14.23,  2.31,     30, 0.53627
H1,  2011,    12,     0,    20,   4.87,  2.92, 13.42,  1.03,     31, -0.11663
H1,  2011,     1,   200,   500, 174.12, 61.20,277.83, 68.17,      6, 0.91749
H1,  2011,     1,    20,   200,  80.79, 22.15,101.45, 36.07,     22, 0.96832
H1,  2011,     2,   200,   500, 830.13,356.19,364.75, 69.82,      4, 0.7999
H1,  2011,     2,    20,   200,  82.95, 20.00, 61.44, 16.21,     16, -0.2026
H1,  2011,     3,   200,   500, 294.23,199.04,306.87, 81.98,     15, 0.67749
H1,  2011,     3,    20,   200, 154.32, 23.10,185.75,  5.25,      4, 0.89244
H1,  2011,     4,   200,   500, 213.19, 46.18,306.00, 91.54,     17, 0.77519
H1,  2011,     4,    20,   200, 129.23,  8.68,161.89, 18.31,      9, 0.908
H1,  2011,     5,    20,   200,  76.83, 19.71,100.13, 16.07,     31, 0.62241
H1,  2011,     6,    20,   200,  57.70, 60.25, 78.28, 26.13,     29, 0.63469
H1,  2011,     7,    20,   200,   4.81,  4.51, 34.37,  8.12,     30, 0.899
H1,  2011,     8,     0,    20,   0.06,  0.02, 10.14,  4.96,     31, 0.94881
H1,  2011,     9,     0,    20,   0.03,  0.01,  3.80,  0.68,     30, -0.060949
H1,  2012,    10,     0,    20,   0.02,  0.03,  0.16,  0.23,     31, 0.16958
H1,  2012,    11,     0,    20,   1.09,  1.30,  1.02,  3.61,     30, 0.13791
H1,  2012,    12,   200,   500, 272.04,316.06,319.00, 76.69,      9, -0.14597
H1,  2012,    12,    20,   200, 250.69,267.45, 65.74, 41.98,     19, 0.61212
H1,  2012,     1,    20,   200, 135.44,157.52, 46.64, 11.89,     11, -0.11181
H1,  2012,     1,     0,    20,   0.90,  0.25, 11.60,  1.10,     20, 0.033662
H1,  2012,     2,    20,   200,  39.07, 20.35, 24.29,  5.12,     14, 0.19721
