Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
ALP,17,20,28.62, 15.88, 15.54, 13.30, 12.13, 12.81, 12.70, 12.81, 12.70, 3.64,  NaN,  NaN, 13.79, 13.15, 14.50, 12.43, 12.20, 12.81, 12.70, 12.81, 12.74,  NaN,  NaN,  NaN, 12.31, 21.88, 12.26, 11.87, 12.25, 12.81, 11.85, 12.81, 11.21,  NaN,  NaN,  NaN, 26.08, 10.98, 15.12, 14.17, 12.48, 12.81, 12.70, 12.81, 16.03,  NaN,  NaN,  NaN,  NaN, 14.83, 13.01, 12.81, 12.31, 12.81, 12.70, 15.13,  NaN,  NaN,  NaN,  NaN, 29.77, 6.94, 11.80, 12.88, 10.71, 12.85, 12.41, 8.19, 3.62,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 28.36, 13.01, 14.71,  NaN,  NaN,  NaN,  NaN,  NaN, 
BL,1,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.03,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
CA,16,20, NaN, 6.84, 3.83, 2.33, 2.67, 3.94, 2.14,  NaN,  NaN,  NaN,  NaN,  NaN, 1.71, 1.69, 3.12, 1.55, 2.59, 1.57, 3.59, 2.10,  NaN,  NaN,  NaN,  NaN, 2.22, 2.03, 2.78, 3.55, 1.51, 2.61, 2.73,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.55, 3.45, 2.89, 2.03, 2.74,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.65, 2.83, 2.28, 4.03, 0.36,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.48, 1.66, 2.57, 5.19,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 6.35, 0.41,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
CL,14,20, NaN, 7.34, 3.35, 2.83, 2.34, 2.51, 2.48, 2.25, 0.26,  NaN,  NaN,  NaN, 1.06, 0.91, 2.83, 1.69, 2.54, 2.54, 2.31, 2.16, 7.69,  NaN,  NaN,  NaN, 1.63, 1.34, 2.52, 2.72, 2.30, 2.57, 1.68, 2.31,  NaN,  NaN,  NaN,  NaN,  NaN, 4.38, 3.26, 4.46, 1.89, 2.33, 2.16, 3.54,  NaN,  NaN,  NaN,  NaN,  NaN, 0.87, 2.36, 1.51, 2.01, 2.45,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.25, 2.14, 1.86, 3.79, 2.05, 1.62,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 5.52, 0.26,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
CR_blw_PI,56,20, NaN, 6.90, 7.19, 6.16, 5.59, 6.00, 5.87, 6.00, 5.87, 3.57,  NaN,  NaN, 6.87, 6.78, 6.61, 6.04, 5.62, 6.00, 5.87, 6.01, 5.38,  NaN,  NaN,  NaN, 3.96, 8.58, 6.01, 6.11, 5.64, 6.00, 5.76, 6.00, 5.26,  NaN,  NaN,  NaN, 10.63, 7.22, 7.13, 6.52, 5.64, 6.00, 5.87, 5.81, 4.70,  NaN,  NaN,  NaN,  NaN, 8.66, 6.01, 6.00, 5.67, 6.00, 5.87, 5.78,  NaN,  NaN,  NaN,  NaN, 8.55, 4.27, 5.40, 6.81, 5.14, 5.92, 5.79, 5.55, 3.50,  NaN,  NaN, 5.47,  NaN,  NaN,  NaN,  NaN, 9.50, 5.69, 5.62, 5.37,  NaN,  NaN,  NaN,  NaN, 
Carmel_blw_Cachagua,62,20, NaN, 8.05, 7.99, 7.58, 7.21, 7.45, 7.39, 7.45, 7.39, 6.27,  NaN,  NaN, 8.11, 8.10, 7.91, 7.46, 7.23, 7.45, 7.39, 7.45, 7.06,  NaN,  NaN,  NaN, 6.60, 7.79, 7.69, 7.56, 7.24, 7.45, 7.33, 7.45, 6.79,  NaN,  NaN,  NaN, 10.10, 8.24, 7.77, 7.85, 7.26, 7.45, 7.39, 7.24, 6.40,  NaN,  NaN,  NaN,  NaN, 9.39, 7.56, 7.45, 7.26, 7.45, 7.39, 7.10,  NaN,  NaN,  NaN,  NaN, 8.87, 6.66, 7.23, 7.48, 7.02, 7.44, 7.30, 6.68, 5.31,  NaN,  NaN, 7.40,  NaN,  NaN,  NaN,  NaN, 9.23, 7.14, 7.28,  NaN,  NaN,  NaN,  NaN,  NaN, 
DJ,9,20,23.68, 15.68, 15.17, 15.17, 13.37, 15.17, 14.77, 15.17, 14.77, 13.80,  NaN,  NaN, 17.66, 21.89, 16.21, 15.20, 13.53, 15.17, 14.77, 15.17, 14.02, 1.87,  NaN,  NaN, 21.56, 12.10, 16.39, 15.82, 13.64, 15.17, 14.58, 15.17, 12.90,  NaN,  NaN,  NaN, 25.51, 12.91, 19.39, 15.89, 13.64, 15.17, 14.77, 14.22, 9.15,  NaN,  NaN,  NaN,  NaN, 18.28, 15.59, 15.17, 13.78, 15.17, 14.77, 12.59,  NaN,  NaN,  NaN,  NaN, 19.47, 10.57, 15.53, 18.36, 13.48, 15.30, 14.49, 14.03, 5.75, 35.03,  NaN, 14.42,  NaN,  NaN,  NaN,  NaN, 16.85, 11.78, 14.47, 1.72,  NaN,  NaN,  NaN,  NaN, 
GA,8,20, NaN, 9.14, 2.19, 1.86, 1.87, 3.21, 1.44, 3.79, 1.20,  NaN,  NaN,  NaN, 6.84, 0.58, 3.53, 1.36, 2.07, 3.41, 1.49, 1.62, 9.41,  NaN,  NaN,  NaN, 1.25, 0.95, 1.71, 3.44, 2.86, 2.77, 1.32,  NaN,  NaN,  NaN,  NaN,  NaN, 3.82, 4.49, 2.88, 4.68, 2.00, 2.80, 2.84, 1.77,  NaN,  NaN,  NaN,  NaN,  NaN, 7.83, 3.03, 0.67, 2.62, 1.13,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.91, 2.16, 3.96, 1.87, 2.45, 4.59, 2.30,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.28, 0.12, 0.12,  NaN,  NaN,  NaN,  NaN,  NaN, 
GC,7,20, NaN, 3.46, 1.59, 0.70, 1.08, 1.15, 0.96,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.22, 0.44, 0.70, 0.37, 0.57,  NaN,  NaN,  NaN,  NaN,  NaN, 0.76,  NaN, 0.93, 0.82, 0.76,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.73, 1.24, 1.49, 0.68, 1.01,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.72, 0.12, 2.03,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.56,  NaN, 1.26,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.12,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
H1,2,20,17.57, 14.10, 12.78, 13.36, 10.27, 12.92, 12.35, 12.92, 12.35, 9.34,  NaN,  NaN, 18.10, 15.52, 14.99, 12.95, 10.48, 12.92, 12.35, 12.92, 9.72,  NaN,  NaN,  NaN, 14.19, 16.81, 14.29, 13.50, 10.62, 12.92, 11.66, 12.92, 9.76,  NaN,  NaN,  NaN, 25.72, 15.17, 19.94, 14.59, 10.62, 12.92, 12.35, 11.26, 6.74,  NaN,  NaN,  NaN,  NaN, 14.19, 14.21, 12.92, 10.80, 12.92, 12.35, 10.11,  NaN,  NaN,  NaN,  NaN, 16.15, 7.24, 13.41, 16.67, 9.26, 12.75, 11.51, 9.06, 1.34,  NaN,  NaN, 16.05,  NaN,  NaN,  NaN,  NaN, 21.05, 9.13, 11.16,  NaN,  NaN,  NaN,  NaN,  NaN, 
HI,10,20, NaN,  NaN,  NaN, 0.33, 0.22, 0.29,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.24,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
LA,3,20,11.84, 15.07, 13.40, 13.56, 10.68, 13.34, 12.77, 13.34, 12.77, 9.60,  NaN,  NaN, 18.70, 15.90, 15.43, 13.37, 10.89, 13.34, 12.77, 13.34, 10.30,  NaN,  NaN,  NaN, 15.61, 17.08, 14.71, 14.00, 11.03, 13.34, 12.43, 13.34, 9.94,  NaN,  NaN,  NaN, 27.47, 15.64, 20.23, 14.95, 11.03, 13.34, 12.77, 11.56, 6.91,  NaN,  NaN,  NaN,  NaN, 14.73, 14.67, 13.34, 11.21, 13.34, 12.77, 10.40,  NaN,  NaN,  NaN,  NaN, 16.41, 7.65, 13.82, 17.15, 9.68, 13.18, 11.91, 9.79, 1.66,  NaN,  NaN, 16.35,  NaN,  NaN,  NaN,  NaN, 21.29, 9.19, 11.42,  NaN,  NaN,  NaN,  NaN,  NaN, 
Los_Padres_Res,63,20, NaN, 4.00, 3.94, 3.94, 3.86, 3.87, 3.87, 3.87, 3.87, 3.27,  NaN,  NaN, 4.00, 4.00, 3.95, 3.85, 3.86, 3.87, 3.87, 3.87, 3.76,  NaN,  NaN,  NaN, 4.00, 4.00, 4.00, 3.90, 3.86, 3.87, 3.86, 3.87, 3.68,  NaN,  NaN,  NaN, 4.00, 3.67, 3.92, 3.96, 3.85, 3.87, 3.87, 3.81, 3.64,  NaN,  NaN,  NaN,  NaN, 4.00, 3.94, 3.87, 3.86, 3.87, 3.87, 3.63,  NaN,  NaN,  NaN,  NaN, 4.00, 4.00, 3.88, 3.55, 3.79, 3.90, 3.85, 3.29, 2.67,  NaN,  NaN, 4.00,  NaN,  NaN,  NaN,  NaN, 4.00, 3.56, 3.69,  NaN,  NaN,  NaN,  NaN,  NaN, 
NC,4,20,18.84, 13.51, 12.57, 12.84, 10.25, 12.63, 12.04, 12.63, 12.04, 9.43,  NaN,  NaN, 17.42, 14.98, 14.69, 12.66, 10.47, 12.63, 12.04, 12.63, 9.92,  NaN,  NaN,  NaN, 13.55, 16.23, 14.05, 13.08, 10.62, 12.63, 11.45, 12.63, 9.70,  NaN,  NaN,  NaN, 26.74, 14.32, 18.80, 14.18, 10.62, 12.63, 12.04, 11.06, 6.65,  NaN,  NaN,  NaN,  NaN, 13.55, 13.76, 12.63, 10.80, 12.63, 12.04, 10.10,  NaN,  NaN,  NaN,  NaN, 16.29, 7.07, 12.97, 16.15, 9.21, 12.42, 11.26, 9.03, 1.27, 40.73,  NaN, 16.27,  NaN,  NaN,  NaN,  NaN, 21.43, 9.08, 11.28,  NaN,  NaN,  NaN,  NaN,  NaN, 
Narrows,61,20,24.65, 16.73, 16.06, 16.06, 14.18, 16.06, 15.65, 16.06, 15.65, 14.35,  NaN,  NaN, 18.86, 23.72, 17.07, 16.14, 14.34, 16.06, 15.65, 16.06, 14.79, 2.00,  NaN,  NaN, 22.83, 12.69, 17.42, 16.80, 14.44, 16.06, 15.42, 16.06, 13.48,  NaN,  NaN,  NaN, 26.97, 13.45, 20.58, 16.90, 14.44, 16.06, 15.65, 14.93, 9.47,  NaN,  NaN,  NaN,  NaN, 17.49, 16.82, 16.06, 14.58, 16.06, 15.65, 13.23,  NaN,  NaN,  NaN,  NaN, 20.41, 11.03, 16.45, 19.57, 14.34, 16.20, 15.35, 14.73, 5.72, 44.75,  NaN, 15.28,  NaN,  NaN,  NaN,  NaN, 18.20, 12.34, 13.17, 1.70,  NaN,  NaN,  NaN,  NaN, 
PI,15,20, NaN, 4.86, 2.95, 1.79, 1.57, 1.81, 1.57, 1.24,  NaN,  NaN,  NaN,  NaN, 0.77, 0.71, 1.84, 1.15, 2.16, 1.81, 1.36, 0.72,  NaN,  NaN,  NaN,  NaN, 1.10,  NaN, 1.71, 1.42, 1.74, 1.51, 0.93,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.08, 1.84, 2.60, 1.50, 2.37, 1.55,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.67, 1.46, 1.24, 1.52, 1.91,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.13, 2.45, 1.41, 3.52,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.37,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
PO,5,20, NaN,  NaN,  NaN, 0.65, 0.65, 0.42, 0.52,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.37, 0.93,  NaN, 0.57,  NaN,  NaN,  NaN,  NaN,  NaN, 0.39,  NaN,  NaN, 2.36,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.24,  NaN, 0.99, 0.38,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.93,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.54,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RC,6,20, NaN,  NaN,  NaN, 0.20, 0.25, 0.20, 0.21,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.18, 0.42,  NaN, 0.19,  NaN,  NaN,  NaN,  NaN,  NaN, 0.18,  NaN,  NaN, 0.99,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.28, 0.18,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.35,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_0_5,18,20,17.59, 14.15, 13.01, 13.40, 10.30, 12.96, 12.39, 12.96, 12.39, 9.36,  NaN,  NaN, 18.16, 15.57, 15.04, 12.99, 10.52, 12.96, 12.39, 12.96, 9.75,  NaN,  NaN,  NaN, 15.12, 16.86, 14.34, 13.55, 10.66, 12.96, 11.70, 12.96, 9.66,  NaN,  NaN,  NaN, 26.91, 15.35, 19.95, 14.63, 10.66, 12.96, 12.39, 11.27, 6.77,  NaN,  NaN,  NaN,  NaN, 14.25, 14.26, 12.96, 10.84, 12.96, 12.39, 10.13,  NaN,  NaN,  NaN,  NaN, 16.12, 7.29, 13.46, 16.72, 9.31, 12.79, 11.55, 9.09, 1.36,  NaN,  NaN, 16.08,  NaN,  NaN,  NaN,  NaN, 21.07, 9.16, 11.18,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_10_5,35,20,24.92, 15.99, 15.58, 15.58, 13.74, 15.58, 15.17, 15.58, 15.17, 14.36,  NaN,  NaN, 17.95, 22.51, 16.63, 15.65, 13.90, 15.58, 15.17, 15.58, 14.45, 1.89,  NaN,  NaN, 22.08, 12.75, 16.87, 16.19, 14.01, 15.58, 14.97, 15.58, 13.19,  NaN,  NaN,  NaN, 25.83, 13.05, 19.88, 16.31, 14.01, 15.58, 15.17, 14.60, 9.38,  NaN,  NaN,  NaN,  NaN, 15.71, 15.95, 15.58, 14.15, 15.58, 15.17, 12.91,  NaN,  NaN,  NaN,  NaN, 20.27, 10.69, 15.92, 18.75, 13.90, 15.71, 14.88, 14.48, 5.70, 35.80,  NaN, 14.79,  NaN,  NaN,  NaN,  NaN, 17.47, 12.20, 13.61, 1.61,  NaN,  NaN,  NaN,  NaN, 
RM_11_5,36,20,23.50, 15.24, 14.76, 14.76, 13.00, 14.76, 14.38, 14.76, 14.38, 13.39,  NaN,  NaN, 17.26, 21.59, 15.91, 14.82, 13.17, 14.76, 14.38, 14.76, 13.70, 1.41,  NaN,  NaN, 22.00, 11.55, 15.94, 15.41, 13.28, 14.76, 13.92, 14.76, 12.51,  NaN,  NaN,  NaN, 25.54, 12.46, 18.92, 15.69, 13.28, 14.76, 14.38, 13.81, 8.13,  NaN,  NaN,  NaN,  NaN, 17.65, 15.16, 14.76, 13.41, 14.76, 14.38, 12.17,  NaN,  NaN,  NaN,  NaN, 19.01, 10.18, 15.06, 17.82, 13.40, 14.85, 14.10, 13.72, 5.48, 34.76,  NaN, 13.83,  NaN,  NaN,  NaN,  NaN, 16.44, 11.58, 13.08, 1.32,  NaN,  NaN,  NaN,  NaN, 
RM_12_0,37,20,22.29, 15.08, 14.47, 14.47, 12.79, 14.47, 14.12, 14.47, 14.12, 12.86,  NaN,  NaN, 17.15, 20.99, 15.60, 14.53, 12.96, 14.47, 14.12, 14.47, 13.38, 1.63,  NaN,  NaN, 21.22, 11.44, 15.57, 15.19, 13.07, 14.47, 13.68, 14.47, 12.22,  NaN,  NaN,  NaN, 25.52, 12.42, 18.62, 15.43, 13.07, 14.47, 14.12, 13.50, 8.06,  NaN,  NaN,  NaN,  NaN, 16.90, 14.91, 14.47, 13.20, 14.47, 14.12, 12.14,  NaN,  NaN,  NaN,  NaN, 18.16, 10.08, 14.81, 17.49, 13.05, 14.61, 13.86, 13.27, 5.33, 35.03,  NaN, 13.54,  NaN,  NaN,  NaN,  NaN, 15.92, 11.25, 12.79, 1.56,  NaN,  NaN,  NaN,  NaN, 
RM_12_5,38,20,22.35, 14.90, 14.25, 14.32, 12.67, 14.32, 13.98, 14.32, 13.98, 12.74,  NaN,  NaN, 16.97, 20.75, 15.44, 14.39, 12.84, 14.32, 13.98, 14.32, 13.24, 1.52,  NaN,  NaN, 20.88, 11.30, 15.41, 15.03, 12.95, 14.32, 13.27, 14.32, 12.10,  NaN,  NaN,  NaN, 25.33, 12.29, 18.40, 15.28, 12.95, 14.32, 13.98, 13.39, 7.95,  NaN,  NaN,  NaN,  NaN, 16.61, 14.88, 14.32, 13.08, 14.32, 13.98, 11.33,  NaN,  NaN,  NaN,  NaN, 18.03, 10.07, 14.55, 17.07, 13.03, 14.46, 13.72, 13.18, 5.25, 34.95,  NaN, 13.31,  NaN,  NaN,  NaN,  NaN, 15.79, 11.12, 12.67, 1.48,  NaN,  NaN,  NaN,  NaN, 
RM_13_0,39,20,22.36, 14.77, 14.10, 14.16, 12.57, 14.16, 13.83, 14.16, 13.83, 12.51,  NaN,  NaN, 16.94, 20.00, 15.33, 14.23, 12.73, 14.16, 13.83, 14.16, 13.00, 1.36,  NaN,  NaN, 20.44, 11.52, 15.24, 14.91, 12.84, 14.16, 13.14, 14.16, 11.50,  NaN,  NaN,  NaN, 24.47, 11.91, 18.02, 15.26, 12.84, 14.16, 13.83, 13.19, 7.76,  NaN,  NaN,  NaN,  NaN, 17.46, 14.72, 14.16, 12.97, 14.16, 13.83, 11.16,  NaN,  NaN,  NaN,  NaN, 17.69, 9.86, 14.17, 17.18, 12.93, 14.31, 13.58, 13.02, 5.15, 34.77,  NaN, 12.76,  NaN,  NaN,  NaN,  NaN, 15.50, 10.84, 11.38, 1.35,  NaN,  NaN,  NaN,  NaN, 
RM_13_5,40,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_14_0,41,20,15.30, 10.40, 9.18, 10.08, 8.81, 10.08, 9.79, 10.08, 9.79, 8.81,  NaN,  NaN, 11.82, 11.91, 11.10, 10.18, 8.93, 10.08, 9.79, 10.08, 9.15, 0.14,  NaN,  NaN, 14.46, 13.09, 10.99, 10.54, 9.01, 10.08, 8.99, 10.08, 7.87,  NaN,  NaN,  NaN, 19.93, 11.32, 13.36, 11.39, 9.01, 10.08, 9.79, 9.44, 6.13,  NaN,  NaN,  NaN,  NaN, 11.47, 10.45, 10.08, 9.11, 10.08, 9.79, 8.57,  NaN,  NaN,  NaN,  NaN, 13.98, 5.86, 9.28, 12.02, 8.31, 9.82, 9.44, 9.40, 0.32, 29.35,  NaN, 9.58,  NaN,  NaN,  NaN,  NaN, 13.69, 8.17, 7.84, 0.56,  NaN,  NaN,  NaN,  NaN, 
RM_14_5,42,20,16.08, 10.91, 9.91, 10.27, 9.13, 10.27, 10.00, 10.27, 10.00, 9.35,  NaN,  NaN, 11.82, 12.05, 11.18, 10.37, 9.23, 10.27, 10.00, 10.27, 9.44, 3.58,  NaN,  NaN, 14.30, 12.94, 11.07, 10.66, 9.30, 10.27, 9.23, 10.27, 8.19,  NaN,  NaN,  NaN, 20.09, 11.22, 13.11, 11.41, 9.30, 10.27, 10.00, 9.65, 6.67,  NaN,  NaN,  NaN,  NaN, 11.96, 10.53, 10.27, 9.39, 10.27, 10.00, 8.91,  NaN,  NaN,  NaN,  NaN, 14.03, 6.08, 9.50, 12.12, 8.64, 10.11, 9.67, 9.78, 1.77, 29.60,  NaN, 9.59,  NaN,  NaN,  NaN,  NaN, 13.76, 8.48, 8.30, 2.25,  NaN,  NaN,  NaN,  NaN, 
RM_15_5,43,20,16.73, 11.05, 10.40, 10.53, 9.52, 10.53, 10.29, 10.53, 10.29, 9.84,  NaN,  NaN, 11.92, 12.25, 11.37, 10.63, 9.61, 10.53, 10.29, 10.53, 9.83, 3.02,  NaN,  NaN, 14.03, 14.07, 11.26, 10.88, 9.67, 10.53, 9.52, 10.53, 9.00,  NaN,  NaN,  NaN, 19.86, 11.30, 13.08, 11.60, 9.67, 10.53, 10.29, 10.02, 7.13,  NaN,  NaN,  NaN,  NaN, 12.06, 10.72, 10.53, 9.75, 10.53, 10.29, 9.30,  NaN,  NaN,  NaN,  NaN, 14.24, 6.51, 9.48, 12.26, 9.46, 10.59, 9.99, 10.24, 2.92, 29.35,  NaN, 9.66,  NaN,  NaN,  NaN,  NaN, 14.47, 8.87, 8.70, 3.02,  NaN,  NaN,  NaN,  NaN, 
RM_16_0,44,20,14.14, 11.14, 10.23, 10.44, 9.46, 10.44, 10.21, 10.44, 10.21, 9.80,  NaN,  NaN, 11.79, 12.13, 11.07, 10.54, 9.55, 10.44, 10.21, 10.44, 9.77, 3.08,  NaN,  NaN, 13.78, 13.92, 11.15, 10.78, 9.61, 10.44, 9.45, 10.44, 8.95,  NaN,  NaN,  NaN, 20.16, 11.18, 12.93, 11.38, 9.61, 10.44, 10.21, 9.94, 7.12,  NaN,  NaN,  NaN,  NaN, 11.93, 10.62, 10.44, 9.68, 10.44, 10.21, 9.24,  NaN,  NaN,  NaN,  NaN, 14.11, 6.48, 9.39, 12.17, 9.47, 10.50, 9.92, 10.16, 2.99, 29.03,  NaN, 9.52,  NaN,  NaN,  NaN,  NaN, 14.34, 8.82, 8.65, 3.08,  NaN,  NaN,  NaN,  NaN, 
