Gage, Time Start, Time Stop, Cutoff min (cfs), Cutoff max (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
DJ,01-Oct-2001,30-Sep-2002,   0,  20, 14.31, 44.98,  6.59,  4.59,   178,0.4091
DJ,01-Oct-2001,30-Sep-2002,  20, 200, 91.76, 65.90, 63.46, 30.87,   177,0.5148
DJ,01-Oct-2001,30-Sep-2002, 200, 500,149.36, 40.36,285.83, 66.19,    12,-0.0729
DJ,01-Oct-2002,30-Sep-2003,   0,10000,131.50,219.55, 83.46,134.77,   365,0.6684
DJ,01-Oct-2002,30-Sep-2003,   0,  20,  7.19,  6.62,  9.36,  5.39,   147,0.6186
DJ,01-Oct-2002,30-Sep-2003,  20, 200,144.51,106.44, 84.87, 43.20,   189,0.7634
DJ,01-Oct-2002,30-Sep-2003, 200, 500,540.38,443.21,294.00, 79.64,    25,0.1687
DJ,01-Oct-2003,30-Sep-2004,   0,10000,116.06,248.71, 52.80,139.74,   366,0.5612
DJ,01-Oct-2003,30-Sep-2004,   0,  20, 11.61, 18.14,  6.78,  4.45,   217,0.5062
DJ,01-Oct-2003,30-Sep-2004,  20, 200,172.57,174.41, 62.32, 43.83,   135,0.7688
DJ,01-Oct-2003,30-Sep-2004, 200, 500,938.24,523.88,305.92, 71.59,    13,-0.1610
DJ,01-Oct-2004,30-Sep-2005,   0,10000,171.79,270.51,168.30,293.08,   365,0.6622
DJ,01-Oct-2004,30-Sep-2005,   0,  20, 22.76, 50.70, 11.86,  4.56,   145,-0.0696
DJ,01-Oct-2004,30-Sep-2005,  20, 200,122.25,118.96, 83.94, 55.37,   128,0.8489
DJ,01-Oct-2004,30-Sep-2005, 200, 500,374.58,179.19,311.29, 83.30,    59,0.4076
DJ,01-Oct-2005,30-Sep-2006,   0,10000,142.03,201.18,163.36,311.58,   365,0.7499
DJ,01-Oct-2005,30-Sep-2006,   0,  20, 18.98, 55.32, 10.11,  2.69,   155,0.1945
DJ,01-Oct-2005,30-Sep-2006,  20, 200,114.96, 92.74, 80.22, 44.49,   131,0.4569
DJ,01-Oct-2005,30-Sep-2006, 200, 500,388.26,132.65,365.63, 83.48,    51,0.4530
DJ,01-Oct-2006,30-Sep-2007,   0,10000, 33.21, 47.47, 16.78, 26.39,   365,0.6543
DJ,01-Oct-2006,30-Sep-2007,   0,  20, 19.67, 30.84,  7.87,  5.94,   282,0.5621
DJ,01-Oct-2006,30-Sep-2007,  20, 200, 70.98, 57.62, 39.05, 27.24,    94,0.6062
DJ,01-Oct-2007,30-Sep-2008,   0,10000,103.79,280.44, 72.33,196.38,   366,0.7134
DJ,01-Oct-2007,30-Sep-2008,   0,  20,  9.67,  9.79,  5.37,  5.34,   233,0.1295
DJ,01-Oct-2007,30-Sep-2008,  20, 200,130.22, 80.24, 72.76, 47.53,   110,0.9719
DJ,01-Oct-2007,30-Sep-2008, 200, 500,439.02,177.94,309.79, 74.92,    19,0.1813
DJ,01-Oct-2008,30-Sep-2009,   0,10000, 70.07,160.36, 65.89,190.55,   365,0.6631
DJ,01-Oct-2008,30-Sep-2009,   0,  20, 16.55, 27.22,  7.25,  3.90,   222,0.1687
DJ,01-Oct-2008,30-Sep-2009,  20, 200, 85.42, 59.65, 61.19, 43.73,   118,0.8802
DJ,01-Oct-2008,30-Sep-2009, 200, 500,312.97,244.54,312.47, 87.74,    17,0.3489
DJ,01-Oct-2009,30-Sep-2010,   0,10000,124.20,188.97,146.78,220.02,   365,0.8120
DJ,01-Oct-2009,30-Sep-2010,   0,  20,  4.54,  1.65, 12.21,  4.07,    79,0.7098
DJ,01-Oct-2009,30-Sep-2010,  20, 200, 58.49, 60.10, 70.28, 50.89,   202,0.9586
DJ,01-Oct-2009,30-Sep-2010, 200, 500,321.59,188.81,316.66, 77.23,    68,0.2450
DJ,01-Oct-2010,30-Sep-2011,   0,10000,113.13,213.43,161.01,314.64,   365,0.7522
DJ,01-Oct-2010,30-Sep-2011,   0,  20, 11.19, 24.70, 13.98,  2.40,   113,0.5135
DJ,01-Oct-2010,30-Sep-2011,  20, 200, 67.35, 51.51, 79.90, 48.85,   181,0.7983
DJ,01-Oct-2010,30-Sep-2011, 200, 500,262.17,192.88,304.55, 81.28,    49,0.4236
DJ,01-Oct-2011,30-Sep-2012,   0,10000, 27.04, 58.47, 23.34, 12.35,   122,0.5514
DJ,01-Oct-2011,30-Sep-2012,   0,  20, 15.51, 12.21, 18.31,  1.56,    64,0.0882
DJ,01-Oct-2011,30-Sep-2012,  20, 200, 32.64, 71.51, 26.52, 14.38,    79,0.5479
NC,01-Oct-1992,30-Sep-1993,   0,10000,237.98,587.00,170.52,385.03,   365,0.8359
NC,01-Oct-1992,30-Sep-1993,   0,  20, 16.31, 48.74,  0.77,  2.91,   192,-0.0209
NC,01-Oct-1992,30-Sep-1993,  20, 200,116.53,103.02, 74.52, 49.45,    92,0.7332
NC,01-Oct-1992,30-Sep-1993, 200, 500,379.63,120.26,327.62, 84.08,    45,0.5935
NC,01-Oct-1993,30-Sep-1994,   0,10000, 38.56, 58.80, 11.32, 41.30,   365,0.6101
NC,01-Oct-1993,30-Sep-1994,   0,  20, 25.29, 36.19,  1.88,  4.06,   322,0.5119
NC,01-Oct-1993,30-Sep-1994,  20, 200,125.02, 92.78, 50.69, 33.95,    42,0.7845
NC,01-Oct-1993,30-Sep-1994, 200, 500,157.38, 40.80,239.25, 49.57,     4,0.6647
NC,01-Oct-1994,30-Sep-1995,   0,10000,265.38,523.55,245.04,676.83,   365,0.4354
NC,01-Oct-1994,30-Sep-1995,   0,  20, 11.68, 17.97,  2.00,  3.68,   166,-0.2698
NC,01-Oct-1994,30-Sep-1995,  20, 200,139.61,104.17,101.84, 53.06,   100,0.7472
NC,01-Oct-1994,30-Sep-1995, 200, 500,382.10,182.60,288.96, 78.57,    52,0.8261
NC,01-Oct-1995,30-Sep-1996,   0,10000,124.59,246.81,102.62,213.11,   366,0.5999
NC,01-Oct-1995,30-Sep-1996,   0,  20,  2.78,  7.94,  4.98,  4.72,   193,0.7529
NC,01-Oct-1995,30-Sep-1996,  20, 200,160.77,142.55, 81.37, 53.93,   117,0.1917
NC,01-Oct-1995,30-Sep-1996, 200, 500,345.08,172.02,316.19, 95.69,    37,0.6730
NC,01-Oct-1996,30-Sep-1997,   0,10000,164.69,341.27,143.83,369.65,   365,0.6286
NC,01-Oct-1996,30-Sep-1997,   0,  20,  7.23, 37.31,  1.98,  4.57,   194,0.6247
NC,01-Oct-1996,30-Sep-1997,  20, 200,171.56,223.80, 75.76, 49.88,   114,0.5896
NC,01-Oct-1996,30-Sep-1997, 200, 500,502.21,226.32,331.41, 80.29,    29,0.5069
NC,01-Oct-1997,30-Sep-1998,   0,10000,350.43,696.24,360.58,803.54,   365,0.6754
NC,01-Oct-1997,30-Sep-1998,   0,  20, 51.05,102.64,  5.22,  6.87,    98,0.0357
NC,01-Oct-1997,30-Sep-1998,  20, 200, 94.12,143.67, 81.84, 55.69,   122,0.4599
NC,01-Oct-1997,30-Sep-1998, 200, 500,408.09,289.90,328.09, 84.92,    79,0.2535
NC,01-Oct-1998,30-Sep-1999,   0,10000, 60.82, 75.67, 75.97,119.51,   365,0.6444
NC,01-Oct-1998,30-Sep-1999,   0,  20,  3.97,  7.69,  5.19,  6.95,   137,0.6692
NC,01-Oct-1998,30-Sep-1999,  20, 200, 76.36, 66.18, 76.60, 54.81,   198,0.7907
NC,01-Oct-1998,30-Sep-1999, 200, 500,200.29, 70.98,273.23, 78.43,    31,-0.1838
NC,01-Oct-1999,30-Sep-2000,   0,10000, 97.78,175.70,104.95,229.18,   366,0.6741
NC,01-Oct-1999,30-Sep-2000,   0,  20,  4.93, 12.89,  2.14,  4.63,   222,0.4916
NC,01-Oct-1999,30-Sep-2000,  20, 200,144.93,108.96, 85.70, 46.44,    93,0.7627
NC,01-Oct-1999,30-Sep-2000, 200, 500,398.52,225.15,336.55,102.56,    22,0.6697
NC,01-Oct-2000,30-Sep-2001,   0,10000,114.74,226.87, 66.02,159.62,   365,0.6840
NC,01-Oct-2000,30-Sep-2001,   0,  20, 10.81, 18.22,  3.78,  5.00,   230,0.3656
NC,01-Oct-2000,30-Sep-2001,  20, 200,186.56,143.33, 87.59, 42.84,   103,0.3211
NC,01-Oct-2000,30-Sep-2001, 200, 500,507.72,338.95,294.14, 74.92,    28,0.6892
