Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
HI,10,20,0.00, 0.00, 0.00, 0.00, 10.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LA,3,20,0.00, 0.50, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.33, 0.67, 11.00, 23.00, 28.33, 31.00, 27.67, 20.67, 8.33, 0.33, 0.33, 1.00, 5.00, 7.83, 10.33, 18.83, 27.17, 31.00, 30.00, 23.67, 8.67, 2.00, 0.50, 0.00, 0.00, 0.00, 14.50, 31.00, 28.50, 31.00, 30.00, 2.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 6.00, 21.00, 31.00, 30.00, 20.50, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
Los_Padres_Res,63,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 25.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.33, 0.33, 14.33, 22.33, 28.33, 31.00, 21.00, 18.33, 2.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.33, 31.00, 29.33, 17.83, 1.50, 0.33, 0.17, 0.00, 0.00, 0.00, 13.50, 31.00, 28.50, 31.00, 22.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 2.50, 26.50, 31.00, 30.00, 20.50, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
NC,4,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.33, 0.00, 11.00, 23.00, 28.33, 31.00, 27.67, 21.00, 8.00, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 19.00, 27.17, 31.00, 30.00, 23.17, 8.33, 1.83, 0.50, 0.00, 0.00, 0.00, 14.50, 31.00, 28.50, 31.00, 30.00, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 6.00, 19.50, 31.00, 30.00, 21.00, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
Narrows,61,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 2.00, 12.33, 23.00, 28.33, 31.00, 27.67, 23.67, 10.33, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 24.83, 10.83, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 8.50, 0.00, 0.00, 0.00, 0.00, 3.50, 3.00, 8.00, 15.50, 23.50, 31.00, 30.00, 23.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
PI,15,20,0.00, 0.00, 4.00, 20.00, 18.50, 19.00, 14.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 4.00, 14.67, 16.00, 12.67, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00, 2.50, 3.83, 11.83, 8.83, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 7.00, 8.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
PO,5,20,0.00, 0.00, 0.00, 7.00, 9.00, 3.00, 4.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 4.67, 2.67, 1.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.33, 0.67, 0.67, 1.50, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RC,6,20,0.00, 0.00, 0.00, 5.50, 8.50, 2.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 3.67, 2.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.33, 0.67, 0.67, 1.33, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_0_5,18,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 10.67, 23.00, 28.33, 31.00, 27.67, 20.67, 8.33, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 18.83, 27.17, 31.00, 30.00, 23.17, 8.50, 1.83, 0.50, 0.00, 0.00, 0.00, 14.50, 31.00, 28.50, 31.00, 30.00, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 5.00, 19.00, 31.00, 30.00, 20.00, 5.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_10_5,35,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 1.67, 12.67, 23.00, 28.33, 31.00, 27.67, 23.33, 10.33, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 24.83, 10.83, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 8.50, 0.00, 0.00, 0.00, 0.00, 3.00, 1.50, 8.00, 15.50, 23.50, 31.00, 30.00, 22.00, 11.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_11_5,36,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.50, 0.00, 4.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.33, 1.67, 12.67, 23.00, 28.33, 31.00, 27.33, 23.67, 9.67, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.50, 27.17, 31.00, 30.00, 24.33, 10.17, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 8.00, 0.00, 0.00, 0.00, 0.00, 2.00, 1.00, 6.50, 15.50, 24.00, 31.00, 30.00, 22.50, 10.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_12_0,37,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.50, 0.00, 6.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.67, 1.67, 12.67, 23.00, 28.33, 31.00, 27.33, 23.67, 9.33, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.50, 27.17, 31.00, 30.00, 24.17, 10.00, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 7.50, 0.00, 0.00, 0.00, 0.00, 1.50, 1.00, 7.00, 15.50, 24.50, 31.00, 30.00, 22.00, 10.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_12_5,38,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.50, 0.00, 3.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.67, 1.67, 12.67, 23.00, 28.33, 31.00, 27.33, 23.33, 9.33, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.50, 27.17, 31.00, 30.00, 24.00, 9.83, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 7.50, 0.00, 0.00, 0.00, 0.00, 1.50, 1.00, 5.00, 15.50, 24.50, 31.00, 30.00, 22.50, 9.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_0,39,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 1.60,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.00, 1.33, 12.67, 23.00, 28.33, 31.00, 27.33, 22.33, 9.00, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.33, 27.17, 31.00, 30.00, 24.00, 9.67, 5.17, 4.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 7.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 4.50, 15.50, 25.00, 31.00, 30.00, 21.50, 9.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_5,40,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_0,41,20,0.00, 0.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 7.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.33, 1.33, 13.00, 23.00, 28.33, 31.00, 27.00, 21.00, 7.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.67, 27.17, 31.00, 30.00, 23.17, 8.17, 2.17, 0.50, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 3.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 15.50, 25.50, 31.00, 30.00, 21.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_5,42,20,0.00, 0.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.67, 1.33, 13.00, 23.00, 28.33, 31.00, 27.00, 20.67, 7.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.83, 27.17, 31.00, 30.00, 23.17, 8.33, 4.83, 1.00, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 5.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 15.50, 26.00, 31.00, 30.00, 20.50, 7.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_15_5,43,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.67, 1.33, 13.33, 23.00, 28.33, 31.00, 27.00, 20.67, 7.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.33, 31.00, 30.00, 23.33, 8.50, 5.17, 1.83, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 30.00, 6.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 15.50, 26.50, 31.00, 30.00, 21.50, 7.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
